group,feature,smd_before,smd_after_overlap,abs_smd_before,abs_smd_after_overlap
B1,creatinine_median,-0.06375502765342222,-0.13735885810789977,0.06375502765342222,0.13735885810789977
B1,creatinine_min,-0.12218280059391014,0.07209655687710867,0.12218280059391014,0.07209655687710867
B1,creatinine_max,0.013089566196363516,-0.09631690282568695,0.013089566196363516,0.09631690282568695
B1,creatinine_std,0.15870242817085325,-0.16445694013761653,0.15870242817085325,0.16445694013761653
B1,creatinine_first,-0.13258603949022396,0.030565229059921848,0.13258603949022396,0.030565229059921848
B1,creatinine_last,0.00920360430164782,-0.0727030543987322,0.00920360430164782,0.0727030543987322
B1,creatinine_delta,0.15321096217405705,-0.13155785792397243,0.15321096217405705,0.13155785792397243
B1,creatinine_slope,-0.09515771556875743,-0.10522354841241348,0.09515771556875743,0.10522354841241348
B1,platelets_mean,-0.07178361968559453,-0.0972129793764059,0.07178361968559453,0.0972129793764059
B1,platelets_median,-0.10419668443388243,-0.12040505191154462,0.10419668443388243,0.12040505191154462
B1,platelets_min,-0.1811722713906798,-0.050373238790962956,0.1811722713906798,0.050373238790962956
B1,platelets_max,0.10648319997095249,-0.09998644054239524,0.10648319997095249,0.09998644054239524
B1,platelets_std,0.3640340379661234,-0.08478994203956355,0.3640340379661234,0.08478994203956355
B1,platelets_first,0.09996147430325206,-0.008879171538799215,0.09996147430325206,0.008879171538799215
B1,platelets_last,-0.16005323667981172,-0.16058557700344275,0.16005323667981172,0.16058557700344275
B1,platelets_delta,-0.33195729898587834,-0.21744936047450578,0.33195729898587834,0.21744936047450578
B1,platelets_slope,0.06943193634925691,-0.019472812360288763,0.06943193634925691,0.019472812360288763
B1,heart_rate_mean,-0.5167385386397938,-0.26133994566801155,0.5167385386397938,0.26133994566801155
B1,heart_rate_median,-0.43731479305570375,-0.18269866634153265,0.43731479305570375,0.18269866634153265
B1,heart_rate_min,-0.6958348175036311,-0.24743913270279477,0.6958348175036311,0.24743913270279477
B1,heart_rate_max,-0.25333300044979723,-0.29573901325969487,0.25333300044979723,0.29573901325969487
B1,heart_rate_std,0.2872503901476785,-0.12758125691228675,0.2872503901476785,0.12758125691228675
B1,heart_rate_first,-0.48296340212173217,-0.19137104892988163,0.48296340212173217,0.19137104892988163
B1,heart_rate_last,-0.6062561750906837,-0.26786266661530245,0.6062561750906837,0.26786266661530245
B1,heart_rate_delta,-0.12982336841151224,-0.08557994673035633,0.12982336841151224,0.08557994673035633
B1,heart_rate_slope,0.3058500442944766,0.16944542001993618,0.3058500442944766,0.16944542001993618
B1,mbp_mean,0.061695973408333764,0.10795102538137623,0.061695973408333764,0.10795102538137623
B1,mbp_median,0.039674321808626074,0.12131922164524724,0.039674321808626074,0.12131922164524724
B1,mbp_min,-0.28718738736656435,-0.10449101098407354,0.28718738736656435,0.10449101098407354
B1,mbp_max,0.45224661748518435,0.25863032464035285,0.45224661748518435,0.25863032464035285
B1,mbp_std,0.351805529025123,0.06709531553616467,0.351805529025123,0.06709531553616467
B1,mbp_first,0.04949454906003761,-0.22502010611261938,0.04949454906003761,0.22502010611261938
B1,mbp_last,0.058678952746459366,0.24684128846123787,0.058678952746459366,0.24684128846123787
B1,mbp_delta,0.006231109812523327,0.417461046832079,0.006231109812523327,0.417461046832079
B1,mbp_slope,0.29018814697896544,0.21741934129321894,0.29018814697896544,0.21741934129321894
B1,resp_rate_mean,0.045354095542877865,0.014338176309331114,0.045354095542877865,0.014338176309331114
B1,resp_rate_median,0.04813082230728009,0.003924120826683419,0.04813082230728009,0.003924120826683419
B1,resp_rate_min,-0.21327761363647532,0.06303023601261865,0.21327761363647532,0.06303023601261865
B1,resp_rate_max,0.30416761861321523,0.07615778136906687,0.30416761861321523,0.07615778136906687
B1,resp_rate_std,0.3525870120301649,0.11161223376598456,0.3525870120301649,0.11161223376598456
B1,resp_rate_first,-0.2629590961484942,-0.08588923736177212,0.2629590961484942,0.08588923736177212
B1,resp_rate_last,-0.16283208896546186,-0.17392701407313382,0.16283208896546186,0.17392701407313382
B1,resp_rate_delta,0.08946247513971177,-0.08243896422538696,0.08946247513971177,0.08243896422538696
B1,resp_rate_slope,0.18060380647031743,-0.03837473053963975,0.18060380647031743,0.03837473053963975
B1,spo2_mean,0.17302264517296662,0.13315360393859563,0.17302264517296662,0.13315360393859563
B1,spo2_median,0.2055498256054337,0.08526698792159493,0.2055498256054337,0.08526698792159493
B1,spo2_min,-0.07653147938445926,0.053627894518735814,0.07653147938445926,0.053627894518735814
B1,spo2_max,0.6202226506205045,0.21697188974322767,0.6202226506205045,0.21697188974322767
B1,spo2_std,0.06191829804408909,-0.06170646804302132,0.06191829804408909,0.06170646804302132
B1,spo2_first,0.24455725053447147,0.2928213861018797,0.24455725053447147,0.2928213861018797
