Grupo,AIPW,IC95%,risk1_aipw,risk0_aipw,RR_aproximado,E-value do efeito,E-value do limite do IC,nota
B1,-0.3092053631194355,[-0.537; -0.106],0.15600250415052014,0.46520786726995556,0.33533935069931525,5.413224609383053,1.9099651469514622,E-value aproximado a partir de riscos potenciais AIPW e IC de diferenca de risco.
B2,-0.3468908050480404,[-0.575; -0.145],0.152979219365051,0.4998700244130915,0.306037993665788,5.9895955996178305,2.1641774917765684,E-value aproximado a partir de riscos potenciais AIPW e IC de diferenca de risco.
M1,0.2401839637628914,[0.101; 0.383],0.5553290388809717,0.3151450751180802,1.7621377667821658,2.921012972461307,1.9738019039781576,E-value aproximado a partir de riscos potenciais AIPW e IC de diferenca de risco.
M2,0.4492984609493316,[0.140; 0.796],0.8487478780076196,0.3994494170582876,2.1247943838750687,3.6707428920317806,2.0369111959148083,E-value aproximado a partir de riscos potenciais AIPW e IC de diferenca de risco.
M3,0.3053855651991113,[0.116; 0.511],0.7458411861141273,0.440455620915016,1.6933401475605965,2.776880967179288,1.842361490482146,E-value aproximado a partir de riscos potenciais AIPW e IC de diferenca de risco.
