auc,average_precision,brier_score,accuracy,precision,recall,f1,n_test,model
0.8491704928068564,0.731502553866681,0.14530541191721894,0.7887870942043418,0.721749226006192,0.5708601163146617,0.6374978636130576,10042,two_model_gradient_boosting
