covariate,smd_pre,abs_smd_pre,smd_post,abs_smd_post
spo2_post_mean,0.2591872996952285,0.2591872996952285,0.0620080179302785,0.0620080179302785
spo2_pre_mean,0.2428878278719578,0.2428878278719578,-0.0123604721344114,0.0123604721344114
spo2_slope,0.0431545381992611,0.0431545381992611,0.0276470305306419,0.0276470305306419
spo2_std,-0.0568231531482028,0.0568231531482028,0.0118939530104927,0.0118939530104927
temperature_max,0.1849636513185044,0.1849636513185044,0.1797330140744227,0.1797330140744227
temperature_mean,0.0978008349699854,0.0978008349699854,0.1066175206525425,0.1066175206525425
temperature_median,0.1108465512838862,0.1108465512838862,0.1013795880328417,0.1013795880328417
temperature_min,-0.1585500971820689,0.1585500971820689,-0.0324865881293737,0.0324865881293737
temperature_std,0.1277701155162325,0.1277701155162325,0.0598408314238552,0.0598408314238552
urea_max,0.2578741113778651,0.2578741113778651,0.105075790338324,0.105075790338324
urea_mean,0.2543001907146017,0.2543001907146017,0.1018864519963742,0.1018864519963742
urea_median,0.2133280873386764,0.2133280873386764,0.0793137608024469,0.0793137608024469
urea_min,0.323599845865474,0.323599845865474,0.2543925764249587,0.2543925764249587
urea_std,0.0797835371078164,0.0797835371078164,-0.0279389478723695,0.0279389478723695
vasopressin_rate_norm_max,0.0,0.0,0.0,0.0
vasopressin_rate_norm_mean,0.0,0.0,0.0,0.0
vasopressin_rate_norm_median,0.0,0.0,0.0,0.0
vasopressin_rate_norm_min,0.0,0.0,0.0,0.0
vasopressin_rate_norm_std,0.0,0.0,0.0,0.0
vasopressin_rate_raw_max,0.0,0.0,0.0,0.0
vasopressin_rate_raw_mean,0.0,0.0,0.0,0.0
vasopressin_rate_raw_median,0.0,0.0,0.0,0.0
vasopressin_rate_raw_min,0.0,0.0,0.0,0.0
vasopressin_rate_raw_std,0.0,0.0,0.0,0.0
vasopressin_rate_unitsmin_or_equiv_max,0.0846807496842287,0.0846807496842287,0.1520070053147585,0.1520070053147585
vasopressin_rate_unitsmin_or_equiv_mean,0.1257279867597133,0.1257279867597133,0.0545131562194592,0.0545131562194592
vasopressin_rate_unitsmin_or_equiv_median,0.0480883652701,0.0480883652701,0.0143557804286252,0.0143557804286252
vasopressin_rate_unitsmin_or_equiv_min,0.0123197065661127,0.0123197065661127,-0.0157189664694901,0.0157189664694901
vasopressin_rate_unitsmin_or_equiv_std,0.1813906006492616,0.1813906006492616,0.137149132795083,0.137149132795083
