level,group,k,cluster,outcome,n_pairs,n_treated,n_control,treated_mean,control_mean,effect,ci95_low,ci95_high
cluster,neutral_apparent,6.0,2.0,rrt_on,1833,1833,1089,0.10638297872340426,0.06764866339334424,0.03873431533006001,0.020990180032733226,0.05837424986361157
cluster,neutral_apparent,6.0,2.0,any_vasopressor,1833,1833,1089,0.6121112929623568,0.541189307146754,0.07092198581560284,0.03844789961811239,0.09931805782869611
cluster,neutral_apparent,6.0,2.0,nee_mcgkgmin_max,1833,1833,1089,0.2610638297872341,0.17442989634478998,0.08663393344244409,0.0065916530278232405,0.18733060556464806
cluster,neutral_apparent,6.0,2.0,icu_los_hours,1833,1833,1089,625.5785142753228,391.8003273322422,233.77818694308053,195.19138138752498,271.8051861702127
cluster,benefit_apparent,6.0,3.0,mortality_anytime,121,121,110,0.35537190082644626,0.47107438016528924,-0.11570247933884298,-0.23574380165289255,-0.008264462809917356
cluster,benefit_apparent,6.0,3.0,vm_time_hours,96,96,86,57.668923611111104,49.89895833333333,7.769965277777776,-10.451080729166668,28.719700520833324
cluster,benefit_apparent,6.0,3.0,ventilation_hours,121,121,110,30.5530303030303,30.424242424242422,0.12878787878788034,-11.85254820936639,12.50437327823691
cluster,benefit_apparent,6.0,3.0,rrt_on,121,121,110,0.06611570247933884,0.06611570247933884,0.0,-0.05785123966942149,0.062190082644627914
cluster,benefit_apparent,6.0,3.0,any_vasopressor,121,121,110,0.4132231404958678,0.5867768595041323,-0.17355371900826447,-0.3183884297520661,-0.040909090909091284
cluster,benefit_apparent,6.0,3.0,nee_mcgkgmin_max,121,121,110,0.11760330578512397,0.1587603305785124,-0.04115702479338843,-0.12019421487603307,0.027632231404958577
cluster,benefit_apparent,6.0,3.0,icu_los_hours,121,121,110,430.27892561983464,385.1308539944904,45.148071625344365,-58.64032369146006,151.67475895316804
cluster,benefit_apparent,6.0,4.0,mortality_anytime,1332,1332,406,0.37537537537537535,0.49324324324324326,-0.11786786786786786,-0.15579954954954955,-0.08143768768768771
cluster,benefit_apparent,6.0,4.0,vm_time_hours,1158,1158,347,166.81083765112263,61.19405584340818,105.61678180771446,94.46537708693148,117.22950057570525
cluster,benefit_apparent,6.0,4.0,ventilation_hours,1332,1332,406,92.27214714714714,31.799299299299296,60.472847847847845,52.60567911661661,69.02121340090089
cluster,benefit_apparent,6.0,4.0,rrt_on,1332,1332,406,0.05555555555555555,0.07357357357357357,-0.018018018018018018,-0.03528528528528529,0.0015015015015015015
cluster,benefit_apparent,6.0,4.0,any_vasopressor,1332,1332,406,0.5773273273273273,0.6546546546546547,-0.07732732732732733,-0.11379504504504505,-0.038644894894894914
cluster,benefit_apparent,6.0,4.0,nee_mcgkgmin_max,1332,1332,406,0.22066816816816817,0.2331831831831832,-0.012515015015015025,-0.06998498498498498,0.0656809309309309
cluster,benefit_apparent,6.0,4.0,icu_los_hours,1332,1332,406,1063.6320695695695,440.1113613613613,623.5207082082081,563.5023382757757,691.219532032032
cluster,benefit_apparent,6.0,5.0,mortality_anytime,3887,3887,1704,0.3010033444816054,0.44970414201183434,-0.14870079753022897,-0.16852328273732955,-0.12811937226652945
cluster,benefit_apparent,6.0,5.0,vm_time_hours,3351,3351,1388,87.15481945687854,59.26336914353924,27.891450313339302,23.431562095891774,32.6739537948871
cluster,benefit_apparent,6.0,5.0,ventilation_hours,3887,3887,1704,52.20287711173998,33.43952062430323,18.763356487436756,15.266462460337879,22.02952952148186
cluster,benefit_apparent,6.0,5.0,rrt_on,3887,3887,1704,0.08103936197581682,0.06354515050167224,0.017494211474144584,0.005524826344224338,0.029489323385644427
cluster,benefit_apparent,6.0,5.0,any_vasopressor,3887,3887,1704,0.6724980704913815,0.5708772832518652,0.10162078723951634,0.08089143298173398,0.12209287368150243
cluster,benefit_apparent,6.0,5.0,nee_mcgkgmin_max,3887,3887,1704,0.26827887831232317,0.20130949318240288,0.06696938512992026,0.0022180987908412705,0.156007589400566
cluster,benefit_apparent,6.0,5.0,icu_los_hours,3887,3887,1704,571.8422519509476,421.58016036360516,150.2620915873424,125.74684042963726,177.16823707229224
scan_group,benefit_apparent,6.0,,mortality_anytime,5340,5340,1889,0.32078651685393256,0.4610486891385768,-0.1402621722846442,-0.16127340823970038,-0.12078651685393259
scan_group,benefit_apparent,6.0,,vm_time_hours,4605,4605,1539,106.5708939558451,59.553651827723485,47.01724212812161,42.584207111834964,51.743593738689825
scan_group,benefit_apparent,6.0,,ventilation_hours,5340,5340,1889,61.707116104868916,32.962063046192256,28.74505305867665,25.8509429619226,31.953197955680395
scan_group,benefit_apparent,6.0,,rrt_on,5340,5340,1889,0.07434456928838952,0.06610486891385768,0.008239700374531835,-0.0011235955056179776,0.017612359550561788
scan_group,benefit_apparent,6.0,,any_vasopressor,5340,5340,1889,0.6428838951310861,0.5921348314606741,0.05074906367041199,0.033609550561797756,0.06928838951310862
scan_group,benefit_apparent,6.0,,nee_mcgkgmin_max,5340,5340,1889,0.25298876404494386,0.20829588014981276,0.04469288389513108,-0.008189325842696623,0.12022148876404493
scan_group,benefit_apparent,6.0,,icu_los_hours,5340,5340,1889,691.3057116104869,425.37663857677904,265.9290730337079,242.41273213171033,292.23094179151053
scan_group,harm_apparent,6.0,,mortality_anytime,2836,2836,1295,0.49894217207334274,0.44710860366713684,0.05183356840620593,0.02711565585331453,0.07827926657263752
scan_group,harm_apparent,6.0,,vm_time_hours,2156,2156,875,151.16638064316635,63.166566171923314,87.99981447124304,79.18706651978974,97.162195423624
scan_group,harm_apparent,6.0,,ventilation_hours,2836,2836,1295,76.56708392101551,35.75514221908791,40.811941701927594,35.44236307005172,46.12189042665725
scan_group,harm_apparent,6.0,,rrt_on,2836,2836,1295,0.15655853314527504,0.05959097320169252,0.09696755994358251,0.0826780677009873,0.11177715091678421
scan_group,harm_apparent,6.0,,any_vasopressor,2836,2836,1295,0.4633286318758815,0.5874471086036671,-0.12411847672778561,-0.1486336389280677,-0.10101375176304654
scan_group,harm_apparent,6.0,,nee_mcgkgmin_max,2836,2836,1295,0.29109661495063466,0.2019746121297602,0.08912200282087449,0.0359683533145275,0.1527116537376586
scan_group,harm_apparent,6.0,,icu_los_hours,2836,2836,1295,880.3349788434415,433.20198636577334,447.1329924776681,403.2104122590504,484.3438087682181
scan_group,neutral_apparent,6.0,,mortality_anytime,1833,1833,1089,0.3933442444080742,0.39879978177850517,-0.005455537370430988,-0.03959356246590289,0.028396072013093267
scan_group,neutral_apparent,6.0,,vm_time_hours,1473,1473,864,95.28835709436524,52.63962434940031,42.648732744964924,36.01376923512107,50.428414516859014
scan_group,neutral_apparent,6.0,,ventilation_hours,1833,1833,1089,52.76904891798508,28.21672122204037,24.552327695944715,19.55466334788143,28.842957810510995
scan_group,neutral_apparent,6.0,,rrt_on,1833,1833,1089,0.10638297872340426,0.06764866339334424,0.03873431533006001,0.020990180032733226,0.05837424986361157
scan_group,neutral_apparent,6.0,,any_vasopressor,1833,1833,1089,0.6121112929623568,0.541189307146754,0.07092198581560284,0.03844789961811239,0.09931805782869611
scan_group,neutral_apparent,6.0,,nee_mcgkgmin_max,1833,1833,1089,0.2610638297872341,0.17442989634478998,0.08663393344244409,0.0065916530278232405,0.18733060556464806
scan_group,neutral_apparent,6.0,,icu_los_hours,1833,1833,1089,625.5785142753228,391.8003273322422,233.77818694308053,195.19138138752498,271.8051861702127
article_oriented_group,benefit_apparent,6.0,,mortality_anytime,5340,5340,1889,0.32078651685393256,0.4610486891385768,-0.1402621722846442,-0.16127340823970038,-0.12078651685393259
article_oriented_group,benefit_apparent,6.0,,vm_time_hours,4605,4605,1539,106.5708939558451,59.553651827723485,47.01724212812161,42.584207111834964,51.743593738689825
article_oriented_group,benefit_apparent,6.0,,ventilation_hours,5340,5340,1889,61.707116104868916,32.962063046192256,28.74505305867665,25.8509429619226,31.953197955680395
article_oriented_group,benefit_apparent,6.0,,rrt_on,5340,5340,1889,0.07434456928838952,0.06610486891385768,0.008239700374531835,-0.0011235955056179776,0.017612359550561788
article_oriented_group,benefit_apparent,6.0,,any_vasopressor,5340,5340,1889,0.6428838951310861,0.5921348314606741,0.05074906367041199,0.033609550561797756,0.06928838951310862
article_oriented_group,benefit_apparent,6.0,,nee_mcgkgmin_max,5340,5340,1889,0.25298876404494386,0.20829588014981276,0.04469288389513108,-0.008189325842696623,0.12022148876404493
article_oriented_group,benefit_apparent,6.0,,icu_los_hours,5340,5340,1889,691.3057116104869,425.37663857677904,265.9290730337079,242.41273213171033,292.23094179151053
article_oriented_group,harm_apparent,6.0,,mortality_anytime,2836,2836,1295,0.49894217207334274,0.44710860366713684,0.05183356840620593,0.02711565585331453,0.07827926657263752
article_oriented_group,harm_apparent,6.0,,vm_time_hours,2156,2156,875,151.16638064316635,63.166566171923314,87.99981447124304,79.18706651978974,97.162195423624
article_oriented_group,harm_apparent,6.0,,ventilation_hours,2836,2836,1295,76.56708392101551,35.75514221908791,40.811941701927594,35.44236307005172,46.12189042665725
article_oriented_group,harm_apparent,6.0,,rrt_on,2836,2836,1295,0.15655853314527504,0.05959097320169252,0.09696755994358251,0.0826780677009873,0.11177715091678421
article_oriented_group,harm_apparent,6.0,,any_vasopressor,2836,2836,1295,0.4633286318758815,0.5874471086036671,-0.12411847672778561,-0.1486336389280677,-0.10101375176304654
article_oriented_group,harm_apparent,6.0,,nee_mcgkgmin_max,2836,2836,1295,0.29109661495063466,0.2019746121297602,0.08912200282087449,0.0359683533145275,0.1527116537376586
article_oriented_group,harm_apparent,6.0,,icu_los_hours,2836,2836,1295,880.3349788434415,433.20198636577334,447.1329924776681,403.2104122590504,484.3438087682181
article_oriented_group,neutral_apparent,6.0,,mortality_anytime,1833,1833,1089,0.3933442444080742,0.39879978177850517,-0.005455537370430988,-0.03959356246590289,0.028396072013093267
article_oriented_group,neutral_apparent,6.0,,vm_time_hours,1473,1473,864,95.28835709436524,52.63962434940031,42.648732744964924,36.01376923512107,50.428414516859014
article_oriented_group,neutral_apparent,6.0,,ventilation_hours,1833,1833,1089,52.76904891798508,28.21672122204037,24.552327695944715,19.55466334788143,28.842957810510995
article_oriented_group,neutral_apparent,6.0,,rrt_on,1833,1833,1089,0.10638297872340426,0.06764866339334424,0.03873431533006001,0.020990180032733226,0.05837424986361157
article_oriented_group,neutral_apparent,6.0,,any_vasopressor,1833,1833,1089,0.6121112929623568,0.541189307146754,0.07092198581560284,0.03844789961811239,0.09931805782869611
article_oriented_group,neutral_apparent,6.0,,nee_mcgkgmin_max,1833,1833,1089,0.2610638297872341,0.17442989634478998,0.08663393344244409,0.0065916530278232405,0.18733060556464806
article_oriented_group,neutral_apparent,6.0,,icu_los_hours,1833,1833,1089,625.5785142753228,391.8003273322422,233.77818694308053,195.19138138752498,271.8051861702127
