level,group,k,cluster,outcome,n_pairs,n_treated,n_control,treated_mean,control_mean,effect,ci95_low,ci95_high
cluster,benefit_apparent,3.0,0.0,ventilation_hours,121,121,110,30.5530303030303,30.424242424242422,0.12878787878788034,-11.85254820936639,12.50437327823691
cluster,benefit_apparent,3.0,0.0,rrt_on,121,121,110,0.06611570247933884,0.06611570247933884,0.0,-0.05785123966942149,0.062190082644627914
cluster,benefit_apparent,3.0,0.0,any_vasopressor,121,121,110,0.4132231404958678,0.5867768595041323,-0.17355371900826447,-0.3183884297520661,-0.040909090909091284
cluster,benefit_apparent,3.0,0.0,nee_mcgkgmin_max,121,121,110,0.11760330578512397,0.1587603305785124,-0.04115702479338843,-0.12019421487603307,0.027632231404958577
cluster,benefit_apparent,3.0,0.0,icu_los_hours,121,121,110,430.27892561983464,385.1308539944904,45.148071625344365,-58.64032369146006,151.67475895316804
cluster,benefit_apparent,3.0,1.0,mortality_anytime,2936,2936,673,0.4502724795640327,0.5006811989100818,-0.05040871934604905,-0.0776566757493188,-0.02452316076294278
cluster,benefit_apparent,3.0,1.0,vm_time_hours,2613,2613,569,189.91653909937492,62.50912743972446,127.40741165965046,119.25914306671768,135.88405807500956
cluster,benefit_apparent,3.0,1.0,ventilation_hours,2936,2936,673,107.66831289736604,34.72845708446866,72.93985581289738,67.02889134877384,79.26261140440508
cluster,benefit_apparent,3.0,1.0,rrt_on,2936,2936,673,0.16280653950953677,0.0667574931880109,0.09604904632152589,0.0800408719346049,0.11001362397820164
cluster,benefit_apparent,3.0,1.0,any_vasopressor,2936,2936,673,0.6801771117166212,0.6655313351498637,0.014645776566757493,-0.010217983651226158,0.0388283378746594
cluster,benefit_apparent,3.0,1.0,nee_mcgkgmin_max,2936,2936,673,0.4131846049046322,0.24116485013623976,0.17201975476839237,0.10383123297002726,0.2648174386920981
cluster,benefit_apparent,3.0,1.0,icu_los_hours,2936,2936,673,1215.0017029972753,441.7496877838328,773.2520152134423,726.6250674103087,818.9212115406448
cluster,benefit_apparent,3.0,2.0,mortality_anytime,6952,6952,2935,0.357307249712313,0.42203682393555814,-0.06472957422324511,-0.08207350402761796,-0.048899597238204834
cluster,benefit_apparent,3.0,2.0,vm_time_hours,5525,5525,2239,82.39733936651584,57.89017194570136,24.507167420814476,21.001599924585218,27.906478355957766
cluster,benefit_apparent,3.0,2.0,ventilation_hours,6952,6952,2935,46.544135980053696,32.148470464135016,14.39566551591868,12.155917062236286,16.778744426064442
cluster,benefit_apparent,3.0,2.0,rrt_on,6952,6952,2935,0.07911392405063292,0.06357882623705409,0.015535097813578827,0.006904487917146145,0.02316599539700805
cluster,benefit_apparent,3.0,2.0,any_vasopressor,6952,6952,2935,0.5497698504027618,0.5458860759493671,0.0038837744533947068,-0.012082853855005753,0.019994246260069046
