phenotype,n,cate_mean,cate_median,cate_sd
0.0,137,-0.0504806544564387,-0.023045504990019172,0.11135600003576684
1.0,2991,0.014215125442696765,0.010007556032148646,0.11176198711746052
2.0,7511,-0.008974099454142178,0.0034810276220263447,0.09485701379228044
