metric,category,n_pairs,transfused_mean,control_mean,diff_mean,transfused_median,control_median,diff_median,cluster,k,n_transfused,n_control
mortality_anytime,mortality,3393,0.3704686118479222,0.35809018567639256,0.012378426171529622,0.0,0.0,0.0,0,2,3393,3393
vm_time_hours,ventilation,3393,72.48628948281846,54.667857142857144,17.81843233996132,41.0,32.666666666666664,8.333333333333336,0,2,3393,3393
rrt_on,dialysis_rrt,3393,0.06307102858826996,0.042440318302387266,0.020630710285882696,0.0,0.0,0.0,0,2,3393,3393
any_vasopressor,vasopressor,3393,0.46035956380783966,0.44297082228116713,0.017388741526672524,0.0,0.0,0.0,0,2,3393,3393
icu_los_hours,icu_los,3393,471.6880341880342,395.47966401414675,76.20837017388743,278.3333333333333,253.75,24.583333333333314,0,2,3393,3393
ventilation_hours,ventilation,3393,40.25474015129187,29.074516160723057,11.180223990568813,18.083333333333332,14.0,4.083333333333332,0,2,3393,3393
nee_mcgkgmin_max,vasopressor,3393,0.18180666077217802,0.13840554081933393,0.0434011199528441,0.0,0.0,0.0,0,2,3393,3393
sofa_delta,sofa_delta,3393,1.1486898107666503,1.0188853206800357,0.12980449008661465,0.850953206239168,0.7422680412371134,0.1086851650020546,0,2,3393,3393
mortality_anytime,mortality,442,0.38235294117647056,0.4095022624434389,-0.02714932126696834,0.0,0.0,0.0,1,2,442,442
vm_time_hours,ventilation,442,110.48966908797416,54.278940568475456,56.21072851949871,66.01666666666667,34.0,32.016666666666666,1,2,442,442
rrt_on,dialysis_rrt,442,0.09276018099547512,0.07918552036199095,0.01357466063348417,0.0,0.0,0.0,1,2,442,442
any_vasopressor,vasopressor,442,0.5656108597285068,0.5542986425339367,0.011312217194570096,1.0,1.0,0.0,1,2,442,442
icu_los_hours,icu_los,442,736.4300527903468,406.6562971342383,329.77375565610856,466.25,270.0,196.25,1,2,442,442
ventilation_hours,ventilation,442,62.44343891402715,28.71285822021116,33.73058069381599,31.75,12.083333333333332,19.666666666666668,1,2,442,442
nee_mcgkgmin_max,vasopressor,442,0.3249547511312217,0.12475113122171946,0.20020361990950222,0.055,0.04,0.015,1,2,442,442
sofa_delta,sofa_delta,442,0.14098317818995604,1.3601693912476323,-1.2191862130576763,0.0,0.9246066433566436,-0.9246066433566436,1,2,442,442
