feature,stat,value,cluster,k,n_transfused,n_control
renal_disease_median,missing_rate,0.0,3,5,10,10
renal_disease_min,mean,0.1,3,5,10,10
renal_disease_min,median,0.0,3,5,10,10
renal_disease_min,missing_rate,0.0,3,5,10,10
renal_disease_std,mean,0.0,3,5,10,10
renal_disease_std,median,0.0,3,5,10,10
renal_disease_std,missing_rate,0.0,3,5,10,10
resp_rate_delta,mean,1.4820396246849212,3,5,10,10
resp_rate_delta,median,1.1771309111166133,3,5,10,10
resp_rate_delta,missing_rate,0.0,3,5,10,10
resp_rate_max,mean,25.1,3,5,10,10
resp_rate_max,median,25.0,3,5,10,10
resp_rate_max,missing_rate,0.0,3,5,10,10
resp_rate_mean,mean,17.725081217187096,3,5,10,10
resp_rate_mean,median,17.821490467937608,3,5,10,10
resp_rate_mean,missing_rate,0.0,3,5,10,10
resp_rate_median,mean,17.3,3,5,10,10
resp_rate_median,median,17.0,3,5,10,10
resp_rate_median,missing_rate,0.0,3,5,10,10
resp_rate_min,mean,11.1,3,5,10,10
resp_rate_min,median,11.5,3,5,10,10
resp_rate_min,missing_rate,0.0,3,5,10,10
resp_rate_post_mean,mean,19.20712084187202,3,5,10,10
resp_rate_post_mean,median,18.55402779629383,3,5,10,10
resp_rate_post_mean,missing_rate,0.0,3,5,10,10
resp_rate_pre_mean,mean,17.725081217187096,3,5,10,10
resp_rate_pre_mean,median,17.821490467937608,3,5,10,10
resp_rate_pre_mean,missing_rate,0.0,3,5,10,10
resp_rate_slope,mean,-0.021887813581378448,3,5,10,10
resp_rate_slope,median,0.0008132568239325244,3,5,10,10
resp_rate_slope,missing_rate,0.0,3,5,10,10
resp_rate_std,mean,3.5865141934813365,3,5,10,10
resp_rate_std,median,3.6379270758234887,3,5,10,10
resp_rate_std,missing_rate,0.0,3,5,10,10
rheumatic_disease_max,mean,0.0,3,5,10,10
rheumatic_disease_max,median,0.0,3,5,10,10
rheumatic_disease_max,missing_rate,0.0,3,5,10,10
rheumatic_disease_mean,mean,0.0,3,5,10,10
rheumatic_disease_mean,median,0.0,3,5,10,10
rheumatic_disease_mean,missing_rate,0.0,3,5,10,10
rheumatic_disease_median,mean,0.0,3,5,10,10
rheumatic_disease_median,median,0.0,3,5,10,10
rheumatic_disease_median,missing_rate,0.0,3,5,10,10
rheumatic_disease_min,mean,0.0,3,5,10,10
rheumatic_disease_min,median,0.0,3,5,10,10
rheumatic_disease_min,missing_rate,0.0,3,5,10,10
rheumatic_disease_std,mean,0.0,3,5,10,10
rheumatic_disease_std,median,0.0,3,5,10,10
rheumatic_disease_std,missing_rate,0.0,3,5,10,10
rrt_on_max,mean,0.2,3,5,10,10
rrt_on_max,median,0.0,3,5,10,10
rrt_on_max,missing_rate,0.0,3,5,10,10
rrt_on_mean,mean,0.03670608108108108,3,5,10,10
rrt_on_mean,median,0.0,3,5,10,10
rrt_on_mean,missing_rate,0.0,3,5,10,10
rrt_on_median,mean,0.0,3,5,10,10
rrt_on_median,median,0.0,3,5,10,10
rrt_on_median,missing_rate,0.0,3,5,10,10
rrt_on_min,mean,0.0,3,5,10,10
rrt_on_min,median,0.0,3,5,10,10
rrt_on_min,missing_rate,0.0,3,5,10,10
rrt_on_std,mean,0.07709765017861557,3,5,10,10
rrt_on_std,median,0.0,3,5,10,10
rrt_on_std,missing_rate,0.0,3,5,10,10
sapsii_max,mean,44.3,3,5,10,10
sapsii_max,median,41.0,3,5,10,10
sapsii_max,missing_rate,0.0,3,5,10,10
sapsii_mean,mean,44.3,3,5,10,10
sapsii_mean,median,41.0,3,5,10,10
sapsii_mean,missing_rate,0.0,3,5,10,10
sapsii_median,mean,44.3,3,5,10,10
sapsii_median,median,41.0,3,5,10,10
sapsii_median,missing_rate,0.0,3,5,10,10
sapsii_min,mean,44.3,3,5,10,10
sapsii_min,median,41.0,3,5,10,10
sapsii_min,missing_rate,0.0,3,5,10,10
sapsii_std,mean,0.0,3,5,10,10
sapsii_std,median,0.0,3,5,10,10
sapsii_std,missing_rate,0.0,3,5,10,10
sbp_delta,mean,5.29231700791441,3,5,10,10
sbp_delta,median,3.6349681286684046,3,5,10,10
sbp_delta,missing_rate,0.0,3,5,10,10
sbp_max,mean,148.9,3,5,10,10
sbp_max,median,141.5,3,5,10,10
sbp_max,missing_rate,0.0,3,5,10,10
sbp_mean,mean,123.38839483279669,3,5,10,10
sbp_mean,median,119.97660311958406,3,5,10,10
sbp_mean,missing_rate,0.0,3,5,10,10
sbp_median,mean,124.0,3,5,10,10
sbp_median,median,120.0,3,5,10,10
sbp_median,missing_rate,0.0,3,5,10,10
sbp_min,mean,94.3,3,5,10,10
sbp_min,median,99.0,3,5,10,10
sbp_min,missing_rate,0.0,3,5,10,10
sbp_post_mean,mean,128.6807118407111,3,5,10,10
sbp_post_mean,median,127.8744055459272,3,5,10,10
sbp_post_mean,missing_rate,0.0,3,5,10,10
sbp_pre_mean,mean,123.38839483279669,3,5,10,10
sbp_pre_mean,median,119.97660311958406,3,5,10,10
sbp_pre_mean,missing_rate,0.0,3,5,10,10
sbp_slope,mean,-0.024071449163875536,3,5,10,10
sbp_slope,median,-0.0020632686780340456,3,5,10,10
sbp_slope,missing_rate,0.0,3,5,10,10
sbp_std,mean,13.78487288408157,3,5,10,10
sbp_std,median,14.528390917810711,3,5,10,10
sbp_std,missing_rate,0.0,3,5,10,10
severe_liver_disease_max,mean,0.0,3,5,10,10
severe_liver_disease_max,median,0.0,3,5,10,10
severe_liver_disease_max,missing_rate,0.0,3,5,10,10
severe_liver_disease_mean,mean,0.0,3,5,10,10
severe_liver_disease_mean,median,0.0,3,5,10,10
severe_liver_disease_mean,missing_rate,0.0,3,5,10,10
severe_liver_disease_median,mean,0.0,3,5,10,10
severe_liver_disease_median,median,0.0,3,5,10,10
severe_liver_disease_median,missing_rate,0.0,3,5,10,10
severe_liver_disease_min,mean,0.0,3,5,10,10
severe_liver_disease_min,median,0.0,3,5,10,10
severe_liver_disease_min,missing_rate,0.0,3,5,10,10
severe_liver_disease_std,mean,0.0,3,5,10,10
severe_liver_disease_std,median,0.0,3,5,10,10
severe_liver_disease_std,missing_rate,0.0,3,5,10,10
sodium_max,mean,141.4,3,5,10,10
sodium_max,median,140.0,3,5,10,10
sodium_max,missing_rate,0.0,3,5,10,10
sodium_mean,mean,139.7887501724888,3,5,10,10
sodium_mean,median,140.0,3,5,10,10
sodium_mean,missing_rate,0.0,3,5,10,10
sodium_median,mean,139.9,3,5,10,10
sodium_median,median,140.0,3,5,10,10
sodium_median,missing_rate,0.0,3,5,10,10
sodium_min,mean,138.4,3,5,10,10
sodium_min,median,139.0,3,5,10,10
sodium_min,missing_rate,0.0,3,5,10,10
sodium_std,mean,1.1556794262501868,3,5,10,10
sodium_std,median,1.4279926976136874,3,5,10,10
sodium_std,missing_rate,0.0,3,5,10,10
sofa_delta,mean,0.26390944517072834,3,5,10,10
sofa_delta,median,0.48969853347473213,3,5,10,10
sofa_delta,missing_rate,0.0,3,5,10,10
sofa_max,mean,4.9,3,5,10,10
sofa_max,median,5.0,3,5,10,10
sofa_max,missing_rate,0.0,3,5,10,10
sofa_mean,mean,4.219653010466574,3,5,10,10
sofa_mean,median,3.5190641247833625,3,5,10,10
sofa_mean,missing_rate,0.0,3,5,10,10
sofa_median,mean,4.5,3,5,10,10
sofa_median,median,3.5,3,5,10,10
sofa_median,missing_rate,0.0,3,5,10,10
sofa_min,mean,2.5,3,5,10,10
sofa_min,median,1.5,3,5,10,10
sofa_min,missing_rate,0.0,3,5,10,10
sofa_post_mean,mean,4.483562455637303,3,5,10,10
sofa_post_mean,median,3.7902946273830156,3,5,10,10
sofa_post_mean,missing_rate,0.0,3,5,10,10
sofa_pre_mean,mean,4.219653010466574,3,5,10,10
sofa_pre_mean,median,3.5190641247833625,3,5,10,10
sofa_pre_mean,missing_rate,0.0,3,5,10,10
sofa_slope,mean,0.0019536158109132147,3,5,10,10
sofa_slope,median,3.887919600109632e-05,3,5,10,10
sofa_slope,missing_rate,0.0,3,5,10,10
sofa_std,mean,0.7670787671348875,3,5,10,10
sofa_std,median,0.31642396781486687,3,5,10,10
sofa_std,missing_rate,0.0,3,5,10,10
spo2_delta,mean,-0.8618150083566704,3,5,10,10
spo2_delta,median,-0.1157868510067388,3,5,10,10
spo2_delta,missing_rate,0.0,3,5,10,10
spo2_max,mean,99.8,3,5,10,10
spo2_max,median,100.0,3,5,10,10
spo2_max,missing_rate,0.0,3,5,10,10
spo2_mean,mean,97.8639150147315,3,5,10,10
spo2_mean,median,97.79743668586124,3,5,10,10
spo2_mean,missing_rate,0.0,3,5,10,10
spo2_median,mean,98.45,3,5,10,10
spo2_median,median,98.75,3,5,10,10
spo2_median,missing_rate,0.0,3,5,10,10
spo2_min,mean,90.9,3,5,10,10
spo2_min,median,94.5,3,5,10,10
spo2_min,missing_rate,0.0,3,5,10,10
spo2_post_mean,mean,97.00210000637485,3,5,10,10
spo2_post_mean,median,97.07455339288094,3,5,10,10
spo2_post_mean,missing_rate,0.0,3,5,10,10
spo2_pre_mean,mean,97.8639150147315,3,5,10,10
spo2_pre_mean,median,97.79743668586124,3,5,10,10
spo2_pre_mean,missing_rate,0.0,3,5,10,10
spo2_slope,mean,-0.00013805620719898123,3,5,10,10
spo2_slope,median,0.00045833682075210105,3,5,10,10
spo2_slope,missing_rate,0.0,3,5,10,10
spo2_std,mean,1.9495170570810327,3,5,10,10
spo2_std,median,1.5801569858269413,3,5,10,10
spo2_std,missing_rate,0.0,3,5,10,10
subject_id_max,mean,14616880.3,3,5,10,10
subject_id_max,median,13971313.0,3,5,10,10
subject_id_max,missing_rate,0.0,3,5,10,10
subject_id_mean,mean,14616880.3,3,5,10,10
subject_id_mean,median,13971313.0,3,5,10,10
subject_id_mean,missing_rate,0.0,3,5,10,10
subject_id_median,mean,14616880.3,3,5,10,10
subject_id_median,median,13971313.0,3,5,10,10
subject_id_median,missing_rate,0.0,3,5,10,10
subject_id_min,mean,14616880.3,3,5,10,10
subject_id_min,median,13971313.0,3,5,10,10
subject_id_min,missing_rate,0.0,3,5,10,10
subject_id_std,mean,0.0,3,5,10,10
subject_id_std,median,0.0,3,5,10,10
subject_id_std,missing_rate,0.0,3,5,10,10
temperature_max,mean,37.067,3,5,10,10
temperature_max,median,37.0,3,5,10,10
temperature_max,missing_rate,0.0,3,5,10,10
temperature_mean,mean,36.58523286693383,3,5,10,10
temperature_mean,median,36.65714904679366,3,5,10,10
temperature_mean,missing_rate,0.0,3,5,10,10
temperature_median,mean,36.61900000000001,3,5,10,10
temperature_median,median,36.725,3,5,10,10
temperature_median,missing_rate,0.0,3,5,10,10
temperature_min,mean,36.04600000000001,3,5,10,10
temperature_min,median,36.31,3,5,10,10
temperature_min,missing_rate,0.0,3,5,10,10
temperature_std,mean,0.34593965341479016,3,5,10,10
temperature_std,median,0.25145333577388645,3,5,10,10
temperature_std,missing_rate,0.0,3,5,10,10
tracheostomy_flag_max,mean,0.0,3,5,10,10
tracheostomy_flag_max,median,0.0,3,5,10,10
tracheostomy_flag_max,missing_rate,0.0,3,5,10,10
tracheostomy_flag_mean,mean,0.0,3,5,10,10
tracheostomy_flag_mean,median,0.0,3,5,10,10
tracheostomy_flag_mean,missing_rate,0.0,3,5,10,10
tracheostomy_flag_median,mean,0.0,3,5,10,10
tracheostomy_flag_median,median,0.0,3,5,10,10
tracheostomy_flag_median,missing_rate,0.0,3,5,10,10
tracheostomy_flag_min,mean,0.0,3,5,10,10
tracheostomy_flag_min,median,0.0,3,5,10,10
tracheostomy_flag_min,missing_rate,0.0,3,5,10,10
tracheostomy_flag_std,mean,0.0,3,5,10,10
tracheostomy_flag_std,median,0.0,3,5,10,10
tracheostomy_flag_std,missing_rate,0.0,3,5,10,10
troponin_i_max,mean,,3,5,10,10
troponin_i_max,median,,3,5,10,10
troponin_i_max,missing_rate,1.0,3,5,10,10
troponin_i_mean,mean,,3,5,10,10
troponin_i_mean,median,,3,5,10,10
troponin_i_mean,missing_rate,1.0,3,5,10,10
troponin_i_median,mean,,3,5,10,10
troponin_i_median,median,,3,5,10,10
troponin_i_median,missing_rate,1.0,3,5,10,10
troponin_i_min,mean,,3,5,10,10
troponin_i_min,median,,3,5,10,10
troponin_i_min,missing_rate,1.0,3,5,10,10
troponin_i_std,mean,,3,5,10,10
troponin_i_std,median,,3,5,10,10
troponin_i_std,missing_rate,1.0,3,5,10,10
uo_mlkghr_24hr_max,mean,2.3425,3,5,10,10
uo_mlkghr_24hr_max,median,2.2199999999999998,3,5,10,10
uo_mlkghr_24hr_max,missing_rate,0.6,3,5,10,10
uo_mlkghr_24hr_mean,mean,1.477360599136141,3,5,10,10
uo_mlkghr_24hr_mean,median,1.5430747511319076,3,5,10,10
uo_mlkghr_24hr_mean,missing_rate,0.6,3,5,10,10
uo_mlkghr_24hr_median,mean,1.9175,3,5,10,10
uo_mlkghr_24hr_median,median,1.7149999999999999,3,5,10,10
uo_mlkghr_24hr_median,missing_rate,0.6,3,5,10,10
uo_mlkghr_24hr_min,mean,0.725,3,5,10,10
uo_mlkghr_24hr_min,median,0.72,3,5,10,10
uo_mlkghr_24hr_min,missing_rate,0.6,3,5,10,10
uo_mlkghr_24hr_std,mean,0.727966445376783,3,5,10,10
uo_mlkghr_24hr_std,median,0.6433066457951742,3,5,10,10
uo_mlkghr_24hr_std,missing_rate,0.6,3,5,10,10
urea_max,mean,52.1,3,5,10,10
urea_max,median,31.5,3,5,10,10
urea_max,missing_rate,0.0,3,5,10,10
urea_mean,mean,44.10202159469876,3,5,10,10
urea_mean,median,29.428437319468514,3,5,10,10
urea_mean,missing_rate,0.0,3,5,10,10
urea_median,mean,48.3,3,5,10,10
urea_median,median,29.0,3,5,10,10
urea_median,missing_rate,0.0,3,5,10,10
urea_min,mean,16.8,3,5,10,10
urea_min,median,15.0,3,5,10,10
urea_min,missing_rate,0.0,3,5,10,10
urea_std,mean,12.012573403424835,3,5,10,10
urea_std,median,3.15429180186669,3,5,10,10
urea_std,missing_rate,0.0,3,5,10,10
urineoutput_24h_ml_max,mean,,3,5,10,10
urineoutput_24h_ml_max,median,,3,5,10,10
urineoutput_24h_ml_max,missing_rate,1.0,3,5,10,10
urineoutput_24h_ml_mean,mean,,3,5,10,10
urineoutput_24h_ml_mean,median,,3,5,10,10
urineoutput_24h_ml_mean,missing_rate,1.0,3,5,10,10
urineoutput_24h_ml_median,mean,,3,5,10,10
urineoutput_24h_ml_median,median,,3,5,10,10
urineoutput_24h_ml_median,missing_rate,1.0,3,5,10,10
urineoutput_24h_ml_min,mean,,3,5,10,10
urineoutput_24h_ml_min,median,,3,5,10,10
urineoutput_24h_ml_min,missing_rate,1.0,3,5,10,10
urineoutput_24h_ml_std,mean,,3,5,10,10
urineoutput_24h_ml_std,median,,3,5,10,10
urineoutput_24h_ml_std,missing_rate,1.0,3,5,10,10
vasopressin_rate_norm_max,mean,0.0,3,5,10,10
vasopressin_rate_norm_max,median,0.0,3,5,10,10
vasopressin_rate_norm_max,missing_rate,0.0,3,5,10,10
vasopressin_rate_norm_mean,mean,0.0,3,5,10,10
vasopressin_rate_norm_mean,median,0.0,3,5,10,10
vasopressin_rate_norm_mean,missing_rate,0.0,3,5,10,10
vasopressin_rate_norm_median,mean,0.0,3,5,10,10
vasopressin_rate_norm_median,median,0.0,3,5,10,10
vasopressin_rate_norm_median,missing_rate,0.0,3,5,10,10
vasopressin_rate_norm_min,mean,0.0,3,5,10,10
vasopressin_rate_norm_min,median,0.0,3,5,10,10
vasopressin_rate_norm_min,missing_rate,0.0,3,5,10,10
vasopressin_rate_norm_std,mean,0.0,3,5,10,10
vasopressin_rate_norm_std,median,0.0,3,5,10,10
vasopressin_rate_norm_std,missing_rate,0.0,3,5,10,10
vasopressin_rate_raw_max,mean,0.0,3,5,10,10
vasopressin_rate_raw_max,median,0.0,3,5,10,10
vasopressin_rate_raw_max,missing_rate,0.0,3,5,10,10
vasopressin_rate_raw_mean,mean,0.0,3,5,10,10
vasopressin_rate_raw_mean,median,0.0,3,5,10,10
vasopressin_rate_raw_mean,missing_rate,0.0,3,5,10,10
vasopressin_rate_raw_median,mean,0.0,3,5,10,10
vasopressin_rate_raw_median,median,0.0,3,5,10,10
vasopressin_rate_raw_median,missing_rate,0.0,3,5,10,10
vasopressin_rate_raw_min,mean,0.0,3,5,10,10
vasopressin_rate_raw_min,median,0.0,3,5,10,10
vasopressin_rate_raw_min,missing_rate,0.0,3,5,10,10
vasopressin_rate_raw_std,mean,0.0,3,5,10,10
vasopressin_rate_raw_std,median,0.0,3,5,10,10
vasopressin_rate_raw_std,missing_rate,0.0,3,5,10,10
vasopressin_rate_unitsmin_or_equiv_max,mean,0.0,3,5,10,10
vasopressin_rate_unitsmin_or_equiv_max,median,0.0,3,5,10,10
vasopressin_rate_unitsmin_or_equiv_max,missing_rate,0.0,3,5,10,10
vasopressin_rate_unitsmin_or_equiv_mean,mean,0.0,3,5,10,10
vasopressin_rate_unitsmin_or_equiv_mean,median,0.0,3,5,10,10
vasopressin_rate_unitsmin_or_equiv_mean,missing_rate,0.0,3,5,10,10
vasopressin_rate_unitsmin_or_equiv_median,mean,0.0,3,5,10,10
vasopressin_rate_unitsmin_or_equiv_median,median,0.0,3,5,10,10
vasopressin_rate_unitsmin_or_equiv_median,missing_rate,0.0,3,5,10,10
vasopressin_rate_unitsmin_or_equiv_min,mean,0.0,3,5,10,10
vasopressin_rate_unitsmin_or_equiv_min,median,0.0,3,5,10,10
vasopressin_rate_unitsmin_or_equiv_min,missing_rate,0.0,3,5,10,10
vasopressin_rate_unitsmin_or_equiv_std,mean,0.0,3,5,10,10
vasopressin_rate_unitsmin_or_equiv_std,median,0.0,3,5,10,10
vasopressin_rate_unitsmin_or_equiv_std,missing_rate,0.0,3,5,10,10
ventilation_on_max,mean,0.7,3,5,10,10
ventilation_on_max,median,1.0,3,5,10,10
ventilation_on_max,missing_rate,0.0,3,5,10,10
ventilation_on_mean,mean,0.5522645212372159,3,5,10,10
ventilation_on_mean,median,0.7244624809101361,3,5,10,10
ventilation_on_mean,missing_rate,0.0,3,5,10,10
ventilation_on_median,mean,0.6,3,5,10,10
ventilation_on_median,median,1.0,3,5,10,10
ventilation_on_median,missing_rate,0.0,3,5,10,10
ventilation_on_min,mean,0.0,3,5,10,10
ventilation_on_min,median,0.0,3,5,10,10
ventilation_on_min,missing_rate,0.0,3,5,10,10
ventilation_on_std,mean,0.23810409894535053,3,5,10,10
ventilation_on_std,median,0.22859693898591366,3,5,10,10
ventilation_on_std,missing_rate,0.0,3,5,10,10
weight_kg_max,mean,81.0,3,5,10,10
weight_kg_max,median,80.0,3,5,10,10
weight_kg_max,missing_rate,0.0,3,5,10,10
weight_kg_mean,mean,81.00000000000001,3,5,10,10
weight_kg_mean,median,80.0,3,5,10,10
weight_kg_mean,missing_rate,0.0,3,5,10,10
weight_kg_median,mean,81.0,3,5,10,10
weight_kg_median,median,80.0,3,5,10,10
weight_kg_median,missing_rate,0.0,3,5,10,10
weight_kg_min,mean,81.0,3,5,10,10
weight_kg_min,median,80.0,3,5,10,10
weight_kg_min,missing_rate,0.0,3,5,10,10
weight_kg_std,mean,0.0,3,5,10,10
weight_kg_std,median,0.0,3,5,10,10
weight_kg_std,missing_rate,0.0,3,5,10,10
age_max,mean,66.72426236467841,4,5,4711,1714
age_max,median,69.0,4,5,4711,1714
age_max,missing_rate,0.0,4,5,4711,1714
age_mean,mean,66.72426236467841,4,5,4711,1714
age_mean,median,69.0,4,5,4711,1714
age_mean,missing_rate,0.0,4,5,4711,1714
age_median,mean,66.72426236467841,4,5,4711,1714
age_median,median,69.0,4,5,4711,1714
age_median,missing_rate,0.0,4,5,4711,1714
age_min,mean,66.72426236467841,4,5,4711,1714
age_min,median,69.0,4,5,4711,1714
age_min,missing_rate,0.0,4,5,4711,1714
age_std,mean,0.0,4,5,4711,1714
age_std,median,0.0,4,5,4711,1714
age_std,missing_rate,0.0,4,5,4711,1714
aids_max,mean,0.005518998089577585,4,5,4711,1714
aids_max,median,0.0,4,5,4711,1714
aids_max,missing_rate,0.0,4,5,4711,1714
aids_mean,mean,0.005518998089577585,4,5,4711,1714
aids_mean,median,0.0,4,5,4711,1714
aids_mean,missing_rate,0.0,4,5,4711,1714
aids_median,mean,0.005518998089577585,4,5,4711,1714
aids_median,median,0.0,4,5,4711,1714
aids_median,missing_rate,0.0,4,5,4711,1714
aids_min,mean,0.005518998089577585,4,5,4711,1714
aids_min,median,0.0,4,5,4711,1714
aids_min,missing_rate,0.0,4,5,4711,1714
aids_std,mean,0.0,4,5,4711,1714
aids_std,median,0.0,4,5,4711,1714
aids_std,missing_rate,0.0,4,5,4711,1714
albumin_max,mean,,4,5,4711,1714
albumin_max,median,,4,5,4711,1714
albumin_max,missing_rate,1.0,4,5,4711,1714
albumin_mean,mean,,4,5,4711,1714
albumin_mean,median,,4,5,4711,1714
albumin_mean,missing_rate,1.0,4,5,4711,1714
albumin_median,mean,,4,5,4711,1714
albumin_median,median,,4,5,4711,1714
albumin_median,missing_rate,1.0,4,5,4711,1714
albumin_min,mean,,4,5,4711,1714
albumin_min,median,,4,5,4711,1714
albumin_min,missing_rate,1.0,4,5,4711,1714
albumin_std,mean,,4,5,4711,1714
albumin_std,median,,4,5,4711,1714
albumin_std,missing_rate,1.0,4,5,4711,1714
alkaline_phosphatase_max,mean,102.82424113776268,4,5,4711,1714
alkaline_phosphatase_max,median,75.0,4,5,4711,1714
alkaline_phosphatase_max,missing_rate,0.0,4,5,4711,1714
alkaline_phosphatase_mean,mean,93.92933325341833,4,5,4711,1714
alkaline_phosphatase_mean,median,75.0,4,5,4711,1714
alkaline_phosphatase_mean,missing_rate,0.0,4,5,4711,1714
alkaline_phosphatase_median,mean,94.73275313097007,4,5,4711,1714
alkaline_phosphatase_median,median,75.0,4,5,4711,1714
alkaline_phosphatase_median,missing_rate,0.0,4,5,4711,1714
alkaline_phosphatase_min,mean,80.66907238378263,4,5,4711,1714
alkaline_phosphatase_min,median,75.0,4,5,4711,1714
alkaline_phosphatase_min,missing_rate,0.0,4,5,4711,1714
alkaline_phosphatase_std,mean,7.594887826543484,4,5,4711,1714
alkaline_phosphatase_std,median,0.0,4,5,4711,1714
alkaline_phosphatase_std,missing_rate,0.0,4,5,4711,1714
alt_max,mean,95.87306304393971,4,5,4711,1714
alt_max,median,25.0,4,5,4711,1714
alt_max,missing_rate,0.0,4,5,4711,1714
alt_mean,mean,68.87781458003676,4,5,4711,1714
alt_mean,median,25.0,4,5,4711,1714
alt_mean,missing_rate,0.0,4,5,4711,1714
alt_median,mean,67.06580343876035,4,5,4711,1714
alt_median,median,25.0,4,5,4711,1714
alt_median,missing_rate,0.0,4,5,4711,1714
alt_min,mean,34.61112290384207,4,5,4711,1714
alt_min,median,25.0,4,5,4711,1714
alt_min,missing_rate,0.0,4,5,4711,1714
alt_std,mean,18.94279555099406,4,5,4711,1714
alt_std,median,0.0,4,5,4711,1714
alt_std,missing_rate,0.0,4,5,4711,1714
any_vasopressor_delta,mean,-0.0040355518671359916,4,5,4711,1714
any_vasopressor_delta,median,0.0,4,5,4711,1714
any_vasopressor_delta,missing_rate,0.0,4,5,4711,1714
any_vasopressor_max,mean,0.33580980683506684,4,5,4711,1714
any_vasopressor_max,median,0.0,4,5,4711,1714
any_vasopressor_max,missing_rate,0.0,4,5,4711,1714
any_vasopressor_mean,mean,0.011748715913839443,4,5,4711,1714
any_vasopressor_mean,median,0.0,4,5,4711,1714
any_vasopressor_mean,missing_rate,0.0,4,5,4711,1714
any_vasopressor_median,mean,0.00031840373593716834,4,5,4711,1714
any_vasopressor_median,median,0.0,4,5,4711,1714
any_vasopressor_median,missing_rate,0.0,4,5,4711,1714
any_vasopressor_min,mean,0.0,4,5,4711,1714
any_vasopressor_min,median,0.0,4,5,4711,1714
any_vasopressor_min,missing_rate,0.0,4,5,4711,1714
any_vasopressor_post_mean,mean,0.007713164046703452,4,5,4711,1714
any_vasopressor_post_mean,median,0.0,4,5,4711,1714
any_vasopressor_post_mean,missing_rate,0.0,4,5,4711,1714
any_vasopressor_pre_mean,mean,0.011748715913839443,4,5,4711,1714
any_vasopressor_pre_mean,median,0.0,4,5,4711,1714
any_vasopressor_pre_mean,missing_rate,0.0,4,5,4711,1714
any_vasopressor_slope,mean,9.146814780596428e-05,4,5,4711,1714
any_vasopressor_slope,median,0.0,4,5,4711,1714
any_vasopressor_slope,missing_rate,0.0,4,5,4711,1714
any_vasopressor_std,mean,0.0549856919636331,4,5,4711,1714
any_vasopressor_std,median,0.0,4,5,4711,1714
any_vasopressor_std,missing_rate,0.0,4,5,4711,1714
apsiii_max,mean,50.68265760984929,4,5,4711,1714
apsiii_max,median,47.0,4,5,4711,1714
apsiii_max,missing_rate,0.0,4,5,4711,1714
apsiii_mean,mean,50.68265760984929,4,5,4711,1714
apsiii_mean,median,47.0,4,5,4711,1714
apsiii_mean,missing_rate,0.0,4,5,4711,1714
apsiii_median,mean,50.68265760984929,4,5,4711,1714
apsiii_median,median,47.0,4,5,4711,1714
apsiii_median,missing_rate,0.0,4,5,4711,1714
apsiii_min,mean,50.68265760984929,4,5,4711,1714
apsiii_min,median,47.0,4,5,4711,1714
apsiii_min,missing_rate,0.0,4,5,4711,1714
apsiii_std,mean,0.0,4,5,4711,1714
apsiii_std,median,0.0,4,5,4711,1714
apsiii_std,missing_rate,0.0,4,5,4711,1714
ast_max,mean,155.0452133305031,4,5,4711,1714
ast_max,median,20.0,4,5,4711,1714
ast_max,missing_rate,0.0,4,5,4711,1714
ast_mean,mean,100.73422211174402,4,5,4711,1714
ast_mean,median,20.0,4,5,4711,1714
ast_mean,missing_rate,0.0,4,5,4711,1714
ast_median,mean,96.14317554659308,4,5,4711,1714
ast_median,median,20.0,4,5,4711,1714
ast_median,missing_rate,0.0,4,5,4711,1714
ast_min,mean,34.50923370834218,4,5,4711,1714
ast_min,median,20.0,4,5,4711,1714
ast_min,missing_rate,0.0,4,5,4711,1714
ast_std,mean,37.41687458188008,4,5,4711,1714
ast_std,median,0.0,4,5,4711,1714
ast_std,missing_rate,0.0,4,5,4711,1714
bilirubin_direct_delta,mean,,4,5,4711,1714
bilirubin_direct_delta,median,,4,5,4711,1714
bilirubin_direct_delta,missing_rate,1.0,4,5,4711,1714
bilirubin_direct_max,mean,,4,5,4711,1714
bilirubin_direct_max,median,,4,5,4711,1714
bilirubin_direct_max,missing_rate,1.0,4,5,4711,1714
bilirubin_direct_mean,mean,,4,5,4711,1714
bilirubin_direct_mean,median,,4,5,4711,1714
bilirubin_direct_mean,missing_rate,1.0,4,5,4711,1714
bilirubin_direct_median,mean,,4,5,4711,1714
bilirubin_direct_median,median,,4,5,4711,1714
bilirubin_direct_median,missing_rate,1.0,4,5,4711,1714
bilirubin_direct_min,mean,,4,5,4711,1714
bilirubin_direct_min,median,,4,5,4711,1714
bilirubin_direct_min,missing_rate,1.0,4,5,4711,1714
bilirubin_direct_post_mean,mean,,4,5,4711,1714
bilirubin_direct_post_mean,median,,4,5,4711,1714
bilirubin_direct_post_mean,missing_rate,1.0,4,5,4711,1714
bilirubin_direct_pre_mean,mean,,4,5,4711,1714
bilirubin_direct_pre_mean,median,,4,5,4711,1714
bilirubin_direct_pre_mean,missing_rate,1.0,4,5,4711,1714
bilirubin_direct_slope,mean,,4,5,4711,1714
bilirubin_direct_slope,median,,4,5,4711,1714
bilirubin_direct_slope,missing_rate,1.0,4,5,4711,1714
bilirubin_direct_std,mean,,4,5,4711,1714
bilirubin_direct_std,median,,4,5,4711,1714
bilirubin_direct_std,missing_rate,1.0,4,5,4711,1714
bilirubin_indirect_delta,mean,,4,5,4711,1714
bilirubin_indirect_delta,median,,4,5,4711,1714
