feature,stat,value,cluster,k,n_transfused,n_control
mpv_median,median,,1,2,10,10
mpv_median,missing_rate,1.0,1,2,10,10
mpv_min,mean,,1,2,10,10
mpv_min,median,,1,2,10,10
mpv_min,missing_rate,1.0,1,2,10,10
mpv_std,mean,,1,2,10,10
mpv_std,median,,1,2,10,10
mpv_std,missing_rate,1.0,1,2,10,10
myocardial_infarct_max,mean,0.5,1,2,10,10
myocardial_infarct_max,median,0.5,1,2,10,10
myocardial_infarct_max,missing_rate,0.0,1,2,10,10
myocardial_infarct_mean,mean,0.5,1,2,10,10
myocardial_infarct_mean,median,0.5,1,2,10,10
myocardial_infarct_mean,missing_rate,0.0,1,2,10,10
myocardial_infarct_median,mean,0.5,1,2,10,10
myocardial_infarct_median,median,0.5,1,2,10,10
myocardial_infarct_median,missing_rate,0.0,1,2,10,10
myocardial_infarct_min,mean,0.5,1,2,10,10
myocardial_infarct_min,median,0.5,1,2,10,10
myocardial_infarct_min,missing_rate,0.0,1,2,10,10
myocardial_infarct_std,mean,0.0,1,2,10,10
myocardial_infarct_std,median,0.0,1,2,10,10
myocardial_infarct_std,missing_rate,0.0,1,2,10,10
nee_mcgkgmin_max,mean,0.08,1,2,10,10
nee_mcgkgmin_max,median,0.0,1,2,10,10
nee_mcgkgmin_max,missing_rate,0.0,1,2,10,10
nee_mcgkgmin_mean,mean,0.0027465399765783027,1,2,10,10
nee_mcgkgmin_mean,median,0.0,1,2,10,10
nee_mcgkgmin_mean,missing_rate,0.0,1,2,10,10
nee_mcgkgmin_median,mean,0.0,1,2,10,10
nee_mcgkgmin_median,median,0.0,1,2,10,10
nee_mcgkgmin_median,missing_rate,0.0,1,2,10,10
nee_mcgkgmin_min,mean,0.0,1,2,10,10
nee_mcgkgmin_min,median,0.0,1,2,10,10
nee_mcgkgmin_min,missing_rate,0.0,1,2,10,10
nee_mcgkgmin_std,mean,0.011740994256671597,1,2,10,10
nee_mcgkgmin_std,median,0.0,1,2,10,10
nee_mcgkgmin_std,missing_rate,0.0,1,2,10,10
norepinephrine_rate_mcgkgmin_max,mean,0.08,1,2,10,10
norepinephrine_rate_mcgkgmin_max,median,0.0,1,2,10,10
norepinephrine_rate_mcgkgmin_max,missing_rate,0.0,1,2,10,10
norepinephrine_rate_mcgkgmin_mean,mean,0.003956217395933141,1,2,10,10
norepinephrine_rate_mcgkgmin_mean,median,0.0,1,2,10,10
norepinephrine_rate_mcgkgmin_mean,missing_rate,0.0,1,2,10,10
norepinephrine_rate_mcgkgmin_median,mean,0.0,1,2,10,10
norepinephrine_rate_mcgkgmin_median,median,0.0,1,2,10,10
norepinephrine_rate_mcgkgmin_median,missing_rate,0.0,1,2,10,10
norepinephrine_rate_mcgkgmin_min,mean,0.0,1,2,10,10
norepinephrine_rate_mcgkgmin_min,median,0.0,1,2,10,10
norepinephrine_rate_mcgkgmin_min,missing_rate,0.0,1,2,10,10
norepinephrine_rate_mcgkgmin_std,mean,0.014591847320098883,1,2,10,10
norepinephrine_rate_mcgkgmin_std,median,0.0,1,2,10,10
norepinephrine_rate_mcgkgmin_std,missing_rate,0.0,1,2,10,10
ntprobnp_max,mean,,1,2,10,10
ntprobnp_max,median,,1,2,10,10
ntprobnp_max,missing_rate,1.0,1,2,10,10
ntprobnp_mean,mean,,1,2,10,10
ntprobnp_mean,median,,1,2,10,10
ntprobnp_mean,missing_rate,1.0,1,2,10,10
ntprobnp_median,mean,,1,2,10,10
ntprobnp_median,median,,1,2,10,10
ntprobnp_median,missing_rate,1.0,1,2,10,10
ntprobnp_min,mean,,1,2,10,10
ntprobnp_min,median,,1,2,10,10
ntprobnp_min,missing_rate,1.0,1,2,10,10
ntprobnp_std,mean,,1,2,10,10
ntprobnp_std,median,,1,2,10,10
ntprobnp_std,missing_rate,1.0,1,2,10,10
peptic_ulcer_disease_max,mean,0.0,1,2,10,10
peptic_ulcer_disease_max,median,0.0,1,2,10,10
peptic_ulcer_disease_max,missing_rate,0.0,1,2,10,10
peptic_ulcer_disease_mean,mean,0.0,1,2,10,10
peptic_ulcer_disease_mean,median,0.0,1,2,10,10
peptic_ulcer_disease_mean,missing_rate,0.0,1,2,10,10
peptic_ulcer_disease_median,mean,0.0,1,2,10,10
peptic_ulcer_disease_median,median,0.0,1,2,10,10
peptic_ulcer_disease_median,missing_rate,0.0,1,2,10,10
peptic_ulcer_disease_min,mean,0.0,1,2,10,10
peptic_ulcer_disease_min,median,0.0,1,2,10,10
peptic_ulcer_disease_min,missing_rate,0.0,1,2,10,10
peptic_ulcer_disease_std,mean,0.0,1,2,10,10
peptic_ulcer_disease_std,median,0.0,1,2,10,10
peptic_ulcer_disease_std,missing_rate,0.0,1,2,10,10
peripheral_vascular_disease_max,mean,0.0,1,2,10,10
peripheral_vascular_disease_max,median,0.0,1,2,10,10
peripheral_vascular_disease_max,missing_rate,0.0,1,2,10,10
peripheral_vascular_disease_mean,mean,0.0,1,2,10,10
peripheral_vascular_disease_mean,median,0.0,1,2,10,10
peripheral_vascular_disease_mean,missing_rate,0.0,1,2,10,10
peripheral_vascular_disease_median,mean,0.0,1,2,10,10
peripheral_vascular_disease_median,median,0.0,1,2,10,10
peripheral_vascular_disease_median,missing_rate,0.0,1,2,10,10
peripheral_vascular_disease_min,mean,0.0,1,2,10,10
peripheral_vascular_disease_min,median,0.0,1,2,10,10
peripheral_vascular_disease_min,missing_rate,0.0,1,2,10,10
peripheral_vascular_disease_std,mean,0.0,1,2,10,10
peripheral_vascular_disease_std,median,0.0,1,2,10,10
peripheral_vascular_disease_std,missing_rate,0.0,1,2,10,10
phenylephrine_rate_mcgkgmin_max,mean,0.0,1,2,10,10
phenylephrine_rate_mcgkgmin_max,median,0.0,1,2,10,10
phenylephrine_rate_mcgkgmin_max,missing_rate,0.0,1,2,10,10
phenylephrine_rate_mcgkgmin_mean,mean,0.0,1,2,10,10
phenylephrine_rate_mcgkgmin_mean,median,0.0,1,2,10,10
phenylephrine_rate_mcgkgmin_mean,missing_rate,0.0,1,2,10,10
phenylephrine_rate_mcgkgmin_median,mean,0.0,1,2,10,10
phenylephrine_rate_mcgkgmin_median,median,0.0,1,2,10,10
phenylephrine_rate_mcgkgmin_median,missing_rate,0.0,1,2,10,10
phenylephrine_rate_mcgkgmin_min,mean,0.0,1,2,10,10
phenylephrine_rate_mcgkgmin_min,median,0.0,1,2,10,10
phenylephrine_rate_mcgkgmin_min,missing_rate,0.0,1,2,10,10
phenylephrine_rate_mcgkgmin_std,mean,0.0,1,2,10,10
phenylephrine_rate_mcgkgmin_std,median,0.0,1,2,10,10
phenylephrine_rate_mcgkgmin_std,missing_rate,0.0,1,2,10,10
phosphorus_max,mean,5.39,1,2,10,10
phosphorus_max,median,4.1,1,2,10,10
phosphorus_max,missing_rate,0.0,1,2,10,10
phosphorus_mean,mean,4.912835305619067,1,2,10,10
phosphorus_mean,median,3.725461461769248,1,2,10,10
phosphorus_mean,missing_rate,0.0,1,2,10,10
phosphorus_median,mean,5.11,1,2,10,10
phosphorus_median,median,3.9,1,2,10,10
phosphorus_median,missing_rate,0.0,1,2,10,10
phosphorus_min,mean,3.28,1,2,10,10
phosphorus_min,median,3.5,1,2,10,10
phosphorus_min,missing_rate,0.0,1,2,10,10
phosphorus_std,mean,0.6732365900652192,1,2,10,10
phosphorus_std,median,0.41429454090571605,1,2,10,10
phosphorus_std,missing_rate,0.0,1,2,10,10
platelets_delta,mean,-36.8448726668568,1,2,10,10
platelets_delta,median,-40.825600903353724,1,2,10,10
platelets_delta,missing_rate,0.0,1,2,10,10
platelets_max,mean,251.0,1,2,10,10
platelets_max,median,250.0,1,2,10,10
platelets_max,missing_rate,0.0,1,2,10,10
platelets_mean,mean,215.12062175738,1,2,10,10
platelets_mean,median,212.64894842849782,1,2,10,10
platelets_mean,missing_rate,0.0,1,2,10,10
platelets_median,mean,213.3,1,2,10,10
platelets_median,median,207.0,1,2,10,10
platelets_median,missing_rate,0.0,1,2,10,10
platelets_min,mean,191.0,1,2,10,10
platelets_min,median,205.5,1,2,10,10
platelets_min,missing_rate,0.0,1,2,10,10
platelets_post_mean,mean,178.2757490905232,1,2,10,10
platelets_post_mean,median,157.4213754832689,1,2,10,10
platelets_post_mean,missing_rate,0.0,1,2,10,10
platelets_pre_mean,mean,215.12062175738,1,2,10,10
platelets_pre_mean,median,212.64894842849782,1,2,10,10
platelets_pre_mean,missing_rate,0.0,1,2,10,10
platelets_slope,mean,-0.08983281906369982,1,2,10,10
platelets_slope,median,0.0,1,2,10,10
platelets_slope,missing_rate,0.0,1,2,10,10
platelets_std,mean,18.966124874375172,1,2,10,10
platelets_std,median,15.330333943237715,1,2,10,10
platelets_std,missing_rate,0.0,1,2,10,10
potassium_max,mean,4.760000000000001,1,2,10,10
potassium_max,median,4.6,1,2,10,10
potassium_max,missing_rate,0.0,1,2,10,10
potassium_mean,mean,4.492742300298937,1,2,10,10
potassium_mean,median,4.44386192952052,1,2,10,10
potassium_mean,missing_rate,0.0,1,2,10,10
potassium_median,mean,4.4399999999999995,1,2,10,10
potassium_median,median,4.25,1,2,10,10
potassium_median,missing_rate,0.0,1,2,10,10
potassium_min,mean,3.94,1,2,10,10
potassium_min,median,4.0,1,2,10,10
potassium_min,missing_rate,0.0,1,2,10,10
potassium_std,mean,0.27147643581602277,1,2,10,10
potassium_std,median,0.19004347041976877,1,2,10,10
potassium_std,missing_rate,0.0,1,2,10,10
pt_max,mean,16.59,1,2,10,10
pt_max,median,13.649999999999999,1,2,10,10
pt_max,missing_rate,0.0,1,2,10,10
pt_mean,mean,15.148893832468843,1,2,10,10
pt_mean,median,13.390626662319615,1,2,10,10
pt_mean,missing_rate,0.0,1,2,10,10
pt_median,mean,16.419999999999998,1,2,10,10
pt_median,median,13.55,1,2,10,10
pt_median,missing_rate,0.0,1,2,10,10
pt_min,mean,12.219999999999999,1,2,10,10
pt_min,median,12.2,1,2,10,10
pt_min,missing_rate,0.0,1,2,10,10
pt_std,mean,1.871210171736052,1,2,10,10
pt_std,median,0.4664408424457085,1,2,10,10
pt_std,missing_rate,0.0,1,2,10,10
ptt_max,mean,44.64,1,2,10,10
ptt_max,median,30.8,1,2,10,10
ptt_max,missing_rate,0.0,1,2,10,10
ptt_mean,mean,36.132992297011896,1,2,10,10
ptt_mean,median,30.025537634408543,1,2,10,10
ptt_mean,missing_rate,0.0,1,2,10,10
ptt_median,mean,36.32,1,2,10,10
ptt_median,median,30.2,1,2,10,10
ptt_median,missing_rate,0.0,1,2,10,10
ptt_min,mean,26.419999999999998,1,2,10,10
ptt_min,median,26.75,1,2,10,10
ptt_min,missing_rate,0.0,1,2,10,10
ptt_std,mean,6.719708960679848,1,2,10,10
ptt_std,median,2.5758572029728617,1,2,10,10
ptt_std,missing_rate,0.0,1,2,10,10
rbc_amount_ml_event_max,mean,362.8,1,2,10,10
rbc_amount_ml_event_max,median,350.0,1,2,10,10
rbc_amount_ml_event_max,missing_rate,0.0,1,2,10,10
rbc_amount_ml_event_mean,mean,11.014450773090541,1,2,10,10
rbc_amount_ml_event_mean,median,1.5938103281853282,1,2,10,10
rbc_amount_ml_event_mean,missing_rate,0.0,1,2,10,10
rbc_amount_ml_event_median,mean,0.0,1,2,10,10
rbc_amount_ml_event_median,median,0.0,1,2,10,10
rbc_amount_ml_event_median,missing_rate,0.0,1,2,10,10
rbc_amount_ml_event_min,mean,0.0,1,2,10,10
rbc_amount_ml_event_min,median,0.0,1,2,10,10
rbc_amount_ml_event_min,missing_rate,0.0,1,2,10,10
rbc_amount_ml_event_std,mean,45.4025284389282,1,2,10,10
rbc_amount_ml_event_std,median,22.765023520403975,1,2,10,10
rbc_amount_ml_event_std,missing_rate,0.0,1,2,10,10
rbc_totalamount_ml_icu_max,mean,362.8,1,2,10,10
rbc_totalamount_ml_icu_max,median,350.0,1,2,10,10
rbc_totalamount_ml_icu_max,missing_rate,0.0,1,2,10,10
rbc_totalamount_ml_icu_mean,mean,11.014450773090541,1,2,10,10
rbc_totalamount_ml_icu_mean,median,1.5938103281853282,1,2,10,10
rbc_totalamount_ml_icu_mean,missing_rate,0.0,1,2,10,10
rbc_totalamount_ml_icu_median,mean,0.0,1,2,10,10
rbc_totalamount_ml_icu_median,median,0.0,1,2,10,10
rbc_totalamount_ml_icu_median,missing_rate,0.0,1,2,10,10
rbc_totalamount_ml_icu_min,mean,0.0,1,2,10,10
rbc_totalamount_ml_icu_min,median,0.0,1,2,10,10
rbc_totalamount_ml_icu_min,missing_rate,0.0,1,2,10,10
rbc_totalamount_ml_icu_std,mean,45.4025284389282,1,2,10,10
rbc_totalamount_ml_icu_std,median,22.765023520403975,1,2,10,10
rbc_totalamount_ml_icu_std,missing_rate,0.0,1,2,10,10
renal_disease_max,mean,0.1,1,2,10,10
renal_disease_max,median,0.0,1,2,10,10
renal_disease_max,missing_rate,0.0,1,2,10,10
renal_disease_mean,mean,0.1,1,2,10,10
renal_disease_mean,median,0.0,1,2,10,10
renal_disease_mean,missing_rate,0.0,1,2,10,10
renal_disease_median,mean,0.1,1,2,10,10
renal_disease_median,median,0.0,1,2,10,10
renal_disease_median,missing_rate,0.0,1,2,10,10
renal_disease_min,mean,0.1,1,2,10,10
renal_disease_min,median,0.0,1,2,10,10
renal_disease_min,missing_rate,0.0,1,2,10,10
renal_disease_std,mean,0.0,1,2,10,10
renal_disease_std,median,0.0,1,2,10,10
renal_disease_std,missing_rate,0.0,1,2,10,10
resp_rate_delta,mean,1.4820396246849212,1,2,10,10
resp_rate_delta,median,1.1771309111166133,1,2,10,10
resp_rate_delta,missing_rate,0.0,1,2,10,10
resp_rate_max,mean,25.1,1,2,10,10
resp_rate_max,median,25.0,1,2,10,10
resp_rate_max,missing_rate,0.0,1,2,10,10
resp_rate_mean,mean,17.725081217187096,1,2,10,10
resp_rate_mean,median,17.821490467937608,1,2,10,10
resp_rate_mean,missing_rate,0.0,1,2,10,10
resp_rate_median,mean,17.3,1,2,10,10
resp_rate_median,median,17.0,1,2,10,10
resp_rate_median,missing_rate,0.0,1,2,10,10
resp_rate_min,mean,11.1,1,2,10,10
resp_rate_min,median,11.5,1,2,10,10
resp_rate_min,missing_rate,0.0,1,2,10,10
resp_rate_post_mean,mean,19.20712084187202,1,2,10,10
resp_rate_post_mean,median,18.55402779629383,1,2,10,10
resp_rate_post_mean,missing_rate,0.0,1,2,10,10
resp_rate_pre_mean,mean,17.725081217187096,1,2,10,10
resp_rate_pre_mean,median,17.821490467937608,1,2,10,10
resp_rate_pre_mean,missing_rate,0.0,1,2,10,10
resp_rate_slope,mean,-0.021887813581378448,1,2,10,10
resp_rate_slope,median,0.0008132568239325244,1,2,10,10
resp_rate_slope,missing_rate,0.0,1,2,10,10
resp_rate_std,mean,3.5865141934813365,1,2,10,10
resp_rate_std,median,3.6379270758234887,1,2,10,10
resp_rate_std,missing_rate,0.0,1,2,10,10
rheumatic_disease_max,mean,0.0,1,2,10,10
rheumatic_disease_max,median,0.0,1,2,10,10
rheumatic_disease_max,missing_rate,0.0,1,2,10,10
rheumatic_disease_mean,mean,0.0,1,2,10,10
rheumatic_disease_mean,median,0.0,1,2,10,10
rheumatic_disease_mean,missing_rate,0.0,1,2,10,10
rheumatic_disease_median,mean,0.0,1,2,10,10
rheumatic_disease_median,median,0.0,1,2,10,10
rheumatic_disease_median,missing_rate,0.0,1,2,10,10
rheumatic_disease_min,mean,0.0,1,2,10,10
rheumatic_disease_min,median,0.0,1,2,10,10
rheumatic_disease_min,missing_rate,0.0,1,2,10,10
rheumatic_disease_std,mean,0.0,1,2,10,10
rheumatic_disease_std,median,0.0,1,2,10,10
rheumatic_disease_std,missing_rate,0.0,1,2,10,10
rrt_on_max,mean,0.2,1,2,10,10
rrt_on_max,median,0.0,1,2,10,10
rrt_on_max,missing_rate,0.0,1,2,10,10
rrt_on_mean,mean,0.03670608108108108,1,2,10,10
rrt_on_mean,median,0.0,1,2,10,10
rrt_on_mean,missing_rate,0.0,1,2,10,10
rrt_on_median,mean,0.0,1,2,10,10
rrt_on_median,median,0.0,1,2,10,10
rrt_on_median,missing_rate,0.0,1,2,10,10
rrt_on_min,mean,0.0,1,2,10,10
rrt_on_min,median,0.0,1,2,10,10
rrt_on_min,missing_rate,0.0,1,2,10,10
rrt_on_std,mean,0.07709765017861557,1,2,10,10
rrt_on_std,median,0.0,1,2,10,10
rrt_on_std,missing_rate,0.0,1,2,10,10
sapsii_max,mean,44.3,1,2,10,10
sapsii_max,median,41.0,1,2,10,10
sapsii_max,missing_rate,0.0,1,2,10,10
sapsii_mean,mean,44.3,1,2,10,10
sapsii_mean,median,41.0,1,2,10,10
sapsii_mean,missing_rate,0.0,1,2,10,10
sapsii_median,mean,44.3,1,2,10,10
sapsii_median,median,41.0,1,2,10,10
sapsii_median,missing_rate,0.0,1,2,10,10
sapsii_min,mean,44.3,1,2,10,10
sapsii_min,median,41.0,1,2,10,10
sapsii_min,missing_rate,0.0,1,2,10,10
sapsii_std,mean,0.0,1,2,10,10
sapsii_std,median,0.0,1,2,10,10
sapsii_std,missing_rate,0.0,1,2,10,10
sbp_delta,mean,5.29231700791441,1,2,10,10
sbp_delta,median,3.6349681286684046,1,2,10,10
sbp_delta,missing_rate,0.0,1,2,10,10
sbp_max,mean,148.9,1,2,10,10
sbp_max,median,141.5,1,2,10,10
sbp_max,missing_rate,0.0,1,2,10,10
sbp_mean,mean,123.38839483279669,1,2,10,10
sbp_mean,median,119.97660311958406,1,2,10,10
sbp_mean,missing_rate,0.0,1,2,10,10
sbp_median,mean,124.0,1,2,10,10
sbp_median,median,120.0,1,2,10,10
sbp_median,missing_rate,0.0,1,2,10,10
sbp_min,mean,94.3,1,2,10,10
sbp_min,median,99.0,1,2,10,10
sbp_min,missing_rate,0.0,1,2,10,10
sbp_post_mean,mean,128.6807118407111,1,2,10,10
sbp_post_mean,median,127.8744055459272,1,2,10,10
sbp_post_mean,missing_rate,0.0,1,2,10,10
sbp_pre_mean,mean,123.38839483279669,1,2,10,10
sbp_pre_mean,median,119.97660311958406,1,2,10,10
sbp_pre_mean,missing_rate,0.0,1,2,10,10
sbp_slope,mean,-0.024071449163875536,1,2,10,10
sbp_slope,median,-0.0020632686780340456,1,2,10,10
sbp_slope,missing_rate,0.0,1,2,10,10
sbp_std,mean,13.78487288408157,1,2,10,10
sbp_std,median,14.528390917810711,1,2,10,10
sbp_std,missing_rate,0.0,1,2,10,10
severe_liver_disease_max,mean,0.0,1,2,10,10
severe_liver_disease_max,median,0.0,1,2,10,10
severe_liver_disease_max,missing_rate,0.0,1,2,10,10
severe_liver_disease_mean,mean,0.0,1,2,10,10
severe_liver_disease_mean,median,0.0,1,2,10,10
severe_liver_disease_mean,missing_rate,0.0,1,2,10,10
severe_liver_disease_median,mean,0.0,1,2,10,10
severe_liver_disease_median,median,0.0,1,2,10,10
severe_liver_disease_median,missing_rate,0.0,1,2,10,10
severe_liver_disease_min,mean,0.0,1,2,10,10
severe_liver_disease_min,median,0.0,1,2,10,10
severe_liver_disease_min,missing_rate,0.0,1,2,10,10
severe_liver_disease_std,mean,0.0,1,2,10,10
severe_liver_disease_std,median,0.0,1,2,10,10
severe_liver_disease_std,missing_rate,0.0,1,2,10,10
sodium_max,mean,141.4,1,2,10,10
sodium_max,median,140.0,1,2,10,10
sodium_max,missing_rate,0.0,1,2,10,10
sodium_mean,mean,139.7887501724888,1,2,10,10
sodium_mean,median,140.0,1,2,10,10
sodium_mean,missing_rate,0.0,1,2,10,10
sodium_median,mean,139.9,1,2,10,10
sodium_median,median,140.0,1,2,10,10
sodium_median,missing_rate,0.0,1,2,10,10
sodium_min,mean,138.4,1,2,10,10
sodium_min,median,139.0,1,2,10,10
sodium_min,missing_rate,0.0,1,2,10,10
sodium_std,mean,1.1556794262501868,1,2,10,10
sodium_std,median,1.4279926976136874,1,2,10,10
sodium_std,missing_rate,0.0,1,2,10,10
sofa_delta,mean,0.26390944517072834,1,2,10,10
sofa_delta,median,0.48969853347473213,1,2,10,10
sofa_delta,missing_rate,0.0,1,2,10,10
sofa_max,mean,4.9,1,2,10,10
sofa_max,median,5.0,1,2,10,10
sofa_max,missing_rate,0.0,1,2,10,10
sofa_mean,mean,4.219653010466574,1,2,10,10
sofa_mean,median,3.5190641247833625,1,2,10,10
sofa_mean,missing_rate,0.0,1,2,10,10
sofa_median,mean,4.5,1,2,10,10
sofa_median,median,3.5,1,2,10,10
sofa_median,missing_rate,0.0,1,2,10,10
sofa_min,mean,2.5,1,2,10,10
sofa_min,median,1.5,1,2,10,10
sofa_min,missing_rate,0.0,1,2,10,10
sofa_post_mean,mean,4.483562455637303,1,2,10,10
sofa_post_mean,median,3.7902946273830156,1,2,10,10
sofa_post_mean,missing_rate,0.0,1,2,10,10
sofa_pre_mean,mean,4.219653010466574,1,2,10,10
sofa_pre_mean,median,3.5190641247833625,1,2,10,10
sofa_pre_mean,missing_rate,0.0,1,2,10,10
sofa_slope,mean,0.0019536158109132147,1,2,10,10
sofa_slope,median,3.887919600109632e-05,1,2,10,10
sofa_slope,missing_rate,0.0,1,2,10,10
sofa_std,mean,0.7670787671348875,1,2,10,10
sofa_std,median,0.31642396781486687,1,2,10,10
sofa_std,missing_rate,0.0,1,2,10,10
spo2_delta,mean,-0.8618150083566704,1,2,10,10
spo2_delta,median,-0.1157868510067388,1,2,10,10
spo2_delta,missing_rate,0.0,1,2,10,10
spo2_max,mean,99.8,1,2,10,10
spo2_max,median,100.0,1,2,10,10
spo2_max,missing_rate,0.0,1,2,10,10
spo2_mean,mean,97.8639150147315,1,2,10,10
spo2_mean,median,97.79743668586124,1,2,10,10
spo2_mean,missing_rate,0.0,1,2,10,10
spo2_median,mean,98.45,1,2,10,10
spo2_median,median,98.75,1,2,10,10
spo2_median,missing_rate,0.0,1,2,10,10
spo2_min,mean,90.9,1,2,10,10
spo2_min,median,94.5,1,2,10,10
spo2_min,missing_rate,0.0,1,2,10,10
spo2_post_mean,mean,97.00210000637485,1,2,10,10
spo2_post_mean,median,97.07455339288094,1,2,10,10
spo2_post_mean,missing_rate,0.0,1,2,10,10
spo2_pre_mean,mean,97.8639150147315,1,2,10,10
spo2_pre_mean,median,97.79743668586124,1,2,10,10
spo2_pre_mean,missing_rate,0.0,1,2,10,10
spo2_slope,mean,-0.00013805620719898123,1,2,10,10
spo2_slope,median,0.00045833682075210105,1,2,10,10
spo2_slope,missing_rate,0.0,1,2,10,10
spo2_std,mean,1.9495170570810327,1,2,10,10
spo2_std,median,1.5801569858269413,1,2,10,10
spo2_std,missing_rate,0.0,1,2,10,10
subject_id_max,mean,14616880.3,1,2,10,10
subject_id_max,median,13971313.0,1,2,10,10
subject_id_max,missing_rate,0.0,1,2,10,10
subject_id_mean,mean,14616880.3,1,2,10,10
subject_id_mean,median,13971313.0,1,2,10,10
subject_id_mean,missing_rate,0.0,1,2,10,10
subject_id_median,mean,14616880.3,1,2,10,10
subject_id_median,median,13971313.0,1,2,10,10
subject_id_median,missing_rate,0.0,1,2,10,10
subject_id_min,mean,14616880.3,1,2,10,10
subject_id_min,median,13971313.0,1,2,10,10
subject_id_min,missing_rate,0.0,1,2,10,10
subject_id_std,mean,0.0,1,2,10,10
subject_id_std,median,0.0,1,2,10,10
subject_id_std,missing_rate,0.0,1,2,10,10
temperature_max,mean,37.067,1,2,10,10
temperature_max,median,37.0,1,2,10,10
temperature_max,missing_rate,0.0,1,2,10,10
temperature_mean,mean,36.58523286693383,1,2,10,10
temperature_mean,median,36.65714904679366,1,2,10,10
temperature_mean,missing_rate,0.0,1,2,10,10
temperature_median,mean,36.61900000000001,1,2,10,10
temperature_median,median,36.725,1,2,10,10
temperature_median,missing_rate,0.0,1,2,10,10
temperature_min,mean,36.04600000000001,1,2,10,10
temperature_min,median,36.31,1,2,10,10
temperature_min,missing_rate,0.0,1,2,10,10
temperature_std,mean,0.34593965341479016,1,2,10,10
temperature_std,median,0.25145333577388645,1,2,10,10
temperature_std,missing_rate,0.0,1,2,10,10
tracheostomy_flag_max,mean,0.0,1,2,10,10
tracheostomy_flag_max,median,0.0,1,2,10,10
tracheostomy_flag_max,missing_rate,0.0,1,2,10,10
tracheostomy_flag_mean,mean,0.0,1,2,10,10
tracheostomy_flag_mean,median,0.0,1,2,10,10
tracheostomy_flag_mean,missing_rate,0.0,1,2,10,10
tracheostomy_flag_median,mean,0.0,1,2,10,10
tracheostomy_flag_median,median,0.0,1,2,10,10
tracheostomy_flag_median,missing_rate,0.0,1,2,10,10
tracheostomy_flag_min,mean,0.0,1,2,10,10
tracheostomy_flag_min,median,0.0,1,2,10,10
tracheostomy_flag_min,missing_rate,0.0,1,2,10,10
tracheostomy_flag_std,mean,0.0,1,2,10,10
tracheostomy_flag_std,median,0.0,1,2,10,10
tracheostomy_flag_std,missing_rate,0.0,1,2,10,10
troponin_i_max,mean,,1,2,10,10
troponin_i_max,median,,1,2,10,10
troponin_i_max,missing_rate,1.0,1,2,10,10
troponin_i_mean,mean,,1,2,10,10
troponin_i_mean,median,,1,2,10,10
troponin_i_mean,missing_rate,1.0,1,2,10,10
troponin_i_median,mean,,1,2,10,10
troponin_i_median,median,,1,2,10,10
troponin_i_median,missing_rate,1.0,1,2,10,10
troponin_i_min,mean,,1,2,10,10
troponin_i_min,median,,1,2,10,10
troponin_i_min,missing_rate,1.0,1,2,10,10
troponin_i_std,mean,,1,2,10,10
troponin_i_std,median,,1,2,10,10
troponin_i_std,missing_rate,1.0,1,2,10,10
uo_mlkghr_24hr_max,mean,2.3425,1,2,10,10
uo_mlkghr_24hr_max,median,2.2199999999999998,1,2,10,10
uo_mlkghr_24hr_max,missing_rate,0.6,1,2,10,10
uo_mlkghr_24hr_mean,mean,1.477360599136141,1,2,10,10
uo_mlkghr_24hr_mean,median,1.5430747511319076,1,2,10,10
uo_mlkghr_24hr_mean,missing_rate,0.6,1,2,10,10
uo_mlkghr_24hr_median,mean,1.9175,1,2,10,10
uo_mlkghr_24hr_median,median,1.7149999999999999,1,2,10,10
uo_mlkghr_24hr_median,missing_rate,0.6,1,2,10,10
uo_mlkghr_24hr_min,mean,0.725,1,2,10,10
uo_mlkghr_24hr_min,median,0.72,1,2,10,10
uo_mlkghr_24hr_min,missing_rate,0.6,1,2,10,10
uo_mlkghr_24hr_std,mean,0.727966445376783,1,2,10,10
uo_mlkghr_24hr_std,median,0.6433066457951742,1,2,10,10
uo_mlkghr_24hr_std,missing_rate,0.6,1,2,10,10
urea_max,mean,52.1,1,2,10,10
urea_max,median,31.5,1,2,10,10
urea_max,missing_rate,0.0,1,2,10,10
urea_mean,mean,44.10202159469876,1,2,10,10
urea_mean,median,29.428437319468514,1,2,10,10
urea_mean,missing_rate,0.0,1,2,10,10
urea_median,mean,48.3,1,2,10,10
urea_median,median,29.0,1,2,10,10
urea_median,missing_rate,0.0,1,2,10,10
urea_min,mean,16.8,1,2,10,10
urea_min,median,15.0,1,2,10,10
urea_min,missing_rate,0.0,1,2,10,10
urea_std,mean,12.012573403424835,1,2,10,10
urea_std,median,3.15429180186669,1,2,10,10
urea_std,missing_rate,0.0,1,2,10,10
urineoutput_24h_ml_max,mean,,1,2,10,10
urineoutput_24h_ml_max,median,,1,2,10,10
urineoutput_24h_ml_max,missing_rate,1.0,1,2,10,10
urineoutput_24h_ml_mean,mean,,1,2,10,10
urineoutput_24h_ml_mean,median,,1,2,10,10
urineoutput_24h_ml_mean,missing_rate,1.0,1,2,10,10
urineoutput_24h_ml_median,mean,,1,2,10,10
urineoutput_24h_ml_median,median,,1,2,10,10
urineoutput_24h_ml_median,missing_rate,1.0,1,2,10,10
urineoutput_24h_ml_min,mean,,1,2,10,10
urineoutput_24h_ml_min,median,,1,2,10,10
urineoutput_24h_ml_min,missing_rate,1.0,1,2,10,10
