metric,category,n_pairs,transfused_mean,control_mean,diff_mean,transfused_median,control_median,diff_median,cluster,k,n_transfused,n_control
mortality_anytime,mortality,1773,0.45854483925549916,0.38860688099266777,0.06993795826283139,0.0,0.0,0.0,0,6,1773,1234
vm_time_hours,ventilation,1773,59.320772762050495,58.300010704345965,1.0207620577045304,34.0,36.36666666666667,-2.366666666666667,0,6,1773,1234
rrt_on,dialysis_rrt,1773,0.06429780033840947,0.06147772137619854,0.0028200789622109326,0.0,0.0,0.0,0,6,1773,1234
any_vasopressor,vasopressor,1773,0.24985899605188946,0.5076142131979695,-0.2577552171460801,0.0,1.0,-1.0,0,6,1773,1234
icu_los_hours,icu_los,1773,411.71108291032147,411.2800808422636,0.43100206805786456,260.8333333333333,277.0833333333333,-16.25,0,6,1773,1234
ventilation_hours,ventilation,1773,30.98641661966535,31.932694115435236,-0.9462774957698876,13.083333333333332,15.083333333333332,-2.0,0,6,1773,1234
nee_mcgkgmin_max,vasopressor,1773,0.07456288776085732,0.14869712351945855,-0.07413423575860123,0.0,0.03,-0.03,0,6,1773,1234
sofa_delta,sofa_delta,1773,1.4007451435399894,1.093296172916514,0.3074489706234753,0.9597743279619455,0.7700803336380934,0.18969399432385214,0,6,1773,1234
mortality_anytime,mortality,1063,0.5663217309501412,0.5446848541862653,0.021636876763875823,1.0,1.0,0.0,1,6,1063,172
vm_time_hours,ventilation,1063,251.94007670182168,68.86332359623499,183.0767531055867,180.4833333333333,62.0,118.48333333333329,1,6,1063,172
rrt_on,dialysis_rrt,1063,0.3104421448730009,0.05644402634054563,0.2539981185324553,0.0,0.0,0.0,1,6,1063,172
any_vasopressor,vasopressor,1063,0.819379115710254,0.7206020696142992,0.09877704609595483,1.0,1.0,0.0,1,6,1063,172
icu_los_hours,icu_los,1063,1661.9626058325493,469.76599247412975,1192.1966133584197,1246.6666666666665,366.66666666666663,879.9999999999999,1,6,1063,172
ventilation_hours,ventilation,1063,152.59203512072747,42.13068359987457,110.4613515208529,92.66666666666666,24.083333333333332,68.58333333333333,1,6,1063,172
