group_id,feature,smd_unweighted,smd_overlap,smd_iptw
B2,mbp_max,0.5834252607233184,0.35676690055816834,0.4825478048759979
B2,mbp_std,0.38917835482710844,0.08558418569962309,0.25707658661897204
B2,mbp_first,0.1278263761799158,-0.22929635523296596,-0.015996813620151946
B2,mbp_last,0.0739800700925511,0.2895868214156787,0.17786980380193054
B2,mbp_delta,-0.06361191689045968,0.3616561079491092,0.11765522098397387
B2,mbp_slope,0.21733881502708483,0.15571729519700034,0.08993121567249539
B2,resp_rate_mean,0.28618104465041877,0.323430830141311,0.29568299193910136
B2,resp_rate_median,0.27140535227830953,0.30748643902449135,0.3022839760894974
B2,resp_rate_min,-0.06551474795549452,0.2746963447465189,0.17350801839004956
B2,resp_rate_max,0.47323265952546933,0.21758745847402797,0.21043045753086148
B2,resp_rate_std,0.4802720409088107,0.18620044638563937,0.21099656000654987
B2,resp_rate_first,-0.07933051121142617,0.13614280564269518,0.06075278229873952
B2,resp_rate_last,-0.04249701663586815,-0.023269442661285267,-0.03253845619731961
B2,resp_rate_delta,0.03626798524697722,-0.14731606056338833,-0.08533119381688395
B2,resp_rate_slope,0.1315137881851762,-0.08432970238044334,0.03622799065615374
B2,spo2_mean,0.05089714870153996,-0.26342933915489936,-0.16247059322114193
B2,spo2_median,0.09269477743997197,-0.24869038622210626,-0.14156179030610136
B2,spo2_min,-0.6245712850376148,-0.472542347068186,-0.47504062370962524
B2,spo2_max,0.6521430366505921,0.15159750771429079,0.38564047533594853
B2,spo2_std,0.7055576045931459,0.5265256729573083,0.6983532642850749
B2,spo2_first,0.2294249287202251,0.17214672892054247,0.31908270292456153
B2,spo2_last,0.16623320066609673,0.3291422554830757,0.17291988842619102
B2,spo2_delta,-0.054919133570427006,0.09464272703097916,-0.11511132521539148
B2,spo2_slope,0.3657273191445641,0.16530231185086716,0.17910588858737345
B2,sofa_mean,0.0022544878142995474,-0.034324515111224925,-0.10931421430477965
B2,sofa_median,-0.0205007466612933,-0.045699645395526914,-0.12362306149515478
B2,sofa_min,-0.08052023011946906,0.0095457609372134,-0.12740504833169053
B2,sofa_max,0.1865215784663205,0.10133486137874693,0.04614110100961024
B2,sofa_std,0.35341527365897935,0.10139134690335307,0.1776647588825483
B2,sofa_first,-0.024821453292479412,0.03440121638187256,-0.13941091077172546
B2,sofa_last,0.17113529686257675,0.14996410157082052,0.1299182891121619
B2,sofa_delta,0.23891873086190243,0.13673089303130154,0.33732742892536893
B2,sofa_slope,-0.05834155666159277,0.03315479040157288,0.0816718090137767
B2,any_vasopressor_mean,-0.06453805375483324,-0.1384192676686313,-0.08768884892497432
B2,any_vasopressor_median,0.09499957963108813,0.029216975086538248,0.04493174945843134
B2,any_vasopressor_min,0.0,0.0,0.0
B2,any_vasopressor_max,0.0070681445095228165,-0.1956074281111912,-0.11575001332681757
B2,any_vasopressor_std,-0.044965913749975925,-0.16693126213975049,-0.11321240540339575
B2,any_vasopressor_first,-0.1627313182231745,-0.22294708722378592,-0.12093904786017956
B2,any_vasopressor_last,0.26411908543767143,0.2593607707336201,0.31463110093903535
B2,any_vasopressor_delta,0.36863055365730935,0.43224739399094847,0.3580056686960928
B2,any_vasopressor_slope,0.31358209727170816,0.3675637005243982,0.37458579238450834
