balance_feature_count,max_abs_smd_unweighted,max_abs_smd_overlap,max_abs_smd_iptw,median_abs_smd_overlap,n_smd_overlap_gt_0_1,top_residual_smd_overlap,group_id,rule_text
101,0.6958348175036311,0.42595517282688034,0.4666578737362034,0.12758125691228675,62,ventilation_on_std:-0.426; mbp_delta:0.417; ventilation_on_max:-0.412; any_vasopressor_delta:0.392; lactate_delta:-0.385,B1,heart_rate_max <= 103.833 AND heart_rate_delta <= 3.905 AND hemoglobin_slope <= -0.002 AND spo2_last <= 97.5
101,0.7055576045931459,0.5897264711383241,0.6983532642850749,0.14996410157082052,62,lactate_slope:-0.590; lactate_delta:-0.537; spo2_std:0.527; spo2_min:-0.473; lactate_min:0.466,B2,heart_rate_max <= 103.833 AND heart_rate_delta <= 3.905 AND hemoglobin_slope <= -0.002 AND mbp_mean <= 78.706 AND spo2_last <= 97.5
101,0.5743856522396431,0.2794964516488202,0.2743605471521853,0.06520264274590874,28,mbp_min:-0.279; resp_rate_min:-0.234; lactate_delta:0.229; lactate_median:-0.218; any_vasopressor_last:0.217,M1,heart_rate_delta > 3.905 AND mbp_max > 93
101,0.46036010231411767,0.5010606181137018,0.6906666858823994,0.11475314154290571,57,age:-0.501; hemoglobin_median:0.428; mbp_mean:0.421; mbp_median:0.377; lactate_delta:0.366,M2,heart_rate_delta > 3.905 AND mbp_max > 93 AND creatinine_std > 0.146
101,1.355352167837452,0.7846155805730918,0.5476472427348836,0.09453984711827536,47,any_vasopressor_delta:0.785; hemoglobin_std:0.557; any_vasopressor_first:-0.509; any_vasopressor_last:0.474; mbp_delta:-0.405,M3,hemoglobin_slope > -0.002
