metric,category,n_pairs,transfused_mean,control_mean,diff_mean,transfused_median,control_median,diff_median,cluster,k,n_transfused,n_control
mortality_anytime,mortality,7,0.7142857142857143,0.5714285714285714,0.1428571428571429,1.0,1.0,0.0,0,5,7,7
vm_time_hours,ventilation,7,63.33571428571429,40.84047619047619,22.4952380952381,53.583333333333336,41.41666666666666,12.166666666666679,0,5,7,7
rrt_on,dialysis_rrt,7,0.2857142857142857,0.0,0.2857142857142857,0.0,0.0,0.0,0,5,7,7
any_vasopressor,vasopressor,7,0.42857142857142855,0.2857142857142857,0.14285714285714285,0.0,0.0,0.0,0,5,7,7
icu_los_hours,icu_los,7,580.297619047619,371.48809523809524,208.8095238095238,426.25,338.75,87.5,0,5,7,7
ventilation_hours,ventilation,7,57.17857142857143,28.571428571428573,28.607142857142858,40.0,16.083333333333332,23.916666666666668,0,5,7,7
nee_mcgkgmin_max,vasopressor,7,0.17857142857142858,0.07857142857142858,0.09999999999999999,0.0,0.0,0.0,0,5,7,7
sofa_delta,sofa_delta,7,0.5149014971221363,1.285260788565178,-0.7703592914430416,1.1401422339090423,1.153402969694131,-0.013260735785088684,0,5,7,7
mortality_anytime,mortality,3750,0.37093333333333334,0.3645333333333333,0.006400000000000017,0.0,0.0,0.0,1,5,3750,3750
vm_time_hours,ventilation,3750,76.51466749533873,54.39000205191341,22.124665443425314,43.0,32.6,10.399999999999999,1,5,3750,3750
rrt_on,dialysis_rrt,3750,0.06506666666666666,0.04666666666666667,0.018399999999999993,0.0,0.0,0.0,1,5,3750,3750
any_vasopressor,vasopressor,3750,0.4730666666666667,0.45466666666666666,0.018400000000000027,0.0,0.0,0.0,1,5,3750,3750
icu_los_hours,icu_los,3750,496.87011111111104,395.4302222222222,101.43988888888885,301.875,255.41666666666666,46.45833333333334,1,5,3750,3750
ventilation_hours,ventilation,3750,42.28646666666667,28.889466666666667,13.397000000000002,19.0,13.458333333333332,5.541666666666668,1,5,3750,3750
nee_mcgkgmin_max,vasopressor,3750,0.19833333333333333,0.13772800000000002,0.06060533333333332,0.0,0.0,0.0,1,5,3750,3750
sofa_delta,sofa_delta,3750,1.0203629411332231,1.0540063685494998,-0.03364342741627668,0.7565517384067698,0.762455997979846,-0.005904259573076165,1,5,3750,3750
mortality_anytime,mortality,8,0.375,0.25,0.125,0.0,0.0,0.0,2,5,8,8
vm_time_hours,ventilation,8,276.1854166666667,88.42142857142856,187.76398809523812,237.00833333333333,26.78333333333333,210.225,2,5,8,8
rrt_on,dialysis_rrt,8,0.5,0.0,0.5,0.5,0.0,0.5,2,5,8,8
any_vasopressor,vasopressor,8,1.0,1.0,0.0,1.0,1.0,0.0,2,5,8,8
icu_los_hours,icu_los,8,1490.3125,522.03125,968.28125,1415.625,265.8333333333333,1149.7916666666667,2,5,8,8
ventilation_hours,ventilation,8,252.14583333333331,54.375,197.77083333333331,236.54166666666666,10.958333333333332,225.58333333333331,2,5,8,8
nee_mcgkgmin_max,vasopressor,8,0.88375,0.1225,0.76125,0.62,0.07500000000000001,0.5449999999999999,2,5,8,8
sofa_delta,sofa_delta,8,5.022820014408284,1.7367482630040914,3.2860717514041924,5.367756762866399,1.1449792369921716,4.2227775258742275,2,5,8,8
mortality_anytime,mortality,11,0.2727272727272727,0.5454545454545454,-0.2727272727272727,0.0,1.0,-1.0,3,5,11,11
vm_time_hours,ventilation,11,283.2409090909091,63.775,219.4659090909091,178.5,43.0,135.5,3,5,11,11
rrt_on,dialysis_rrt,11,0.09090909090909091,0.18181818181818182,-0.09090909090909091,0.0,0.0,0.0,3,5,11,11
any_vasopressor,vasopressor,11,0.8181818181818182,0.7272727272727273,0.09090909090909094,1.0,1.0,0.0,3,5,11,11
icu_los_hours,icu_los,11,2239.962121212121,413.56060606060606,1826.401515151515,2020.0,255.83333333333331,1764.1666666666667,3,5,11,11
ventilation_hours,ventilation,11,148.14393939393938,43.32575757575757,104.81818181818181,84.33333333333333,18.083333333333332,66.25,3,5,11,11
nee_mcgkgmin_max,vasopressor,11,0.3209090909090909,0.2609090909090909,0.06,0.37,0.2,0.16999999999999998,3,5,11,11
sofa_delta,sofa_delta,11,-0.23155458060137432,2.2639187065720523,-2.4954732871734264,0.0,1.683457259462179,-1.683457259462179,3,5,11,11
mortality_anytime,mortality,59,0.4067796610169492,0.288135593220339,0.11864406779661019,0.0,0.0,0.0,4,5,59,59
vm_time_hours,ventilation,59,49.45099999999999,64.3287037037037,-14.877703703703702,27.68333333333333,35.03333333333333,-7.350000000000001,4,5,59,59
rrt_on,dialysis_rrt,59,0.06779661016949153,0.03389830508474576,0.03389830508474576,0.0,0.0,0.0,4,5,59,59
any_vasopressor,vasopressor,59,0.3050847457627119,0.423728813559322,-0.11864406779661013,0.0,0.0,0.0,4,5,59,59
icu_los_hours,icu_los,59,373.7711864406779,464.6680790960451,-90.8968926553672,223.75,305.41666666666663,-81.66666666666663,4,5,59,59
ventilation_hours,ventilation,59,26.492937853107335,32.09887005649717,-5.605932203389834,14.583333333333332,18.75,-4.166666666666668,4,5,59,59
nee_mcgkgmin_max,vasopressor,59,0.08305084745762713,0.06559322033898306,0.01745762711864407,0.0,0.0,0.0,4,5,59,59
sofa_delta,sofa_delta,59,1.9108689015695555,0.9685108192587057,0.9423580823108497,1.6047058823529412,0.9517489456710493,0.6529569366818919,4,5,59,59
